时间,代码,名称,板块,相关信息
09:50:42,002355,兴民智通,60日新低,"5.870000,5.88000,-0.020000"
09:50:36,002131,利欧股份,60日新低,"7.100000,7.11000,-0.095420"
09:50:32,603896,寿仙谷,60日新低,"17.990000,17.99000,-0.007722"
09:50:30,000821,ST京机,60日新低,"10.790000,10.80000,-0.012797"
09:50:28,300659,中孚信息,60日新低,"12.250000,12.25000,-0.047434"
09:50:24,600239,云南城投,60日新低,"1.970000,1.98000,-0.010000"
09:50:22,605338,巴比食品,60日新低,"23.280000,23.28000,-0.013559"
09:50:21,002054,德美化工,60日新低,"8.040000,8.05000,-0.011057"
09:50:17,920856,浩淼科技,60日新低,"12.460000,12.46000,-0.069455"
09:50:15,002640,跨境通,60日新低,"3.290000,3.29000,-0.014970"
09:50:12,000503,国新健康,60日新低,"7.290000,7.30000,-0.035667"
09:50:10,300212,易华录,60日新低,"7.640000,7.64000,-0.032911"
09:50:09,002574,明牌珠宝,60日新低,"5.240000,5.24000,-0.011321"
09:50:06,002347,泰尔股份,60日新低,"7.810000,7.81000,-0.027397"
09:49:18,002110,三钢闽光,60日新低,"3.500000,3.50000,-0.014085"
09:48:57,603999,读者传媒,60日新低,"6.460000,6.47000,-0.025602"
09:48:54,603099,长白山,60日新低,"34.090000,34.10000,-0.015020"
09:48:42,002923,润都股份,60日新低,"12.180000,12.18000,-0.011364"
09:48:35,601238,广汽集团,60日新低,"7.020000,7.03000,-0.009859"
09:48:33,002372,伟星新材,60日新低,"10.310000,10.32000,-0.009597"
09:48:24,600657,信达地产,60日新低,"2.880000,2.89000,-0.023649"
09:48:15,002238,天威视讯,60日新低,"6.940000,6.94000,-0.014205"
09:48:06,600269,赣粤高速,60日新低,"4.410000,4.41000,-0.008989"
09:48:05,603151,邦基科技,60日新低,"15.050000,15.05000,-0.009217"
09:48:04,600477,杭萧钢构,60日新低,"2.970000,2.98000,-0.016502"
09:48:02,603313,梦百合,60日新低,"7.660000,7.66000,-0.009056"
09:47:57,002334,英威腾,60日新低,"7.820000,7.83000,-0.016332"
09:47:57,002210,飞马国际,60日新低,"2.470000,2.48000,-0.015873"
09:47:57,000665,湖北广电,60日新低,"4.560000,4.56000,-0.006536"
09:47:54,600081,东风科技,60日新低,"10.490000,10.50000,-0.015009"
09:47:34,300048,合康新能,60日新低,"6.400000,6.40000,-0.016897"
09:47:31,603816,顾家家居,60日新低,"29.760000,29.76000,-0.015547"
09:47:27,600983,惠而浦,60日新低,"9.800000,9.80000,-0.092593"
09:47:19,605188,国光连锁,60日新低,"15.880000,15.90000,-0.032258"
09:47:18,603665,康隆达,60日新低,"26.210000,26.21000,-0.003043"
09:47:16,300779,惠城环保,60日新低,"82.250000,82.25000,-0.050889"
09:47:11,920857,泓禧科技,60日新低,"23.000000,23.00000,-0.027073"
09:47:07,300266,兴源环境,60日新低,"2.350000,2.35000,-0.016736"
09:47:07,300218,安利股份,60日新低,"14.130000,14.13000,-0.009811"
09:47:06,000759,中百集团,60日新低,"5.160000,5.17000,-0.011472"
09:47:06,000558,天府文旅,60日新低,"4.190000,4.20000,-0.018692"
09:47:06,000728,国元证券,60日新低,"7.290000,7.29000,-0.009511"
09:47:05,600939,重庆建工,60日新低,"2.800000,2.81000,-0.014035"
09:46:53,688289,圣湘生物,60日新低,"17.570000,17.58000,-0.004530"
09:46:19,600329,达仁堂,60日新低,"40.090000,40.09000,-0.006690"
09:46:09,002223,鱼跃医疗,60日新低,"32.040000,32.06000,-0.009883"
09:45:53,920271,邦德股份,60日新低,"13.260000,13.26000,-0.081081"
09:45:36,002548,金新农,60日新低,"4.790000,4.80000,-0.014374"
09:45:19,300682,朗新科技,60日新低,"14.850000,14.86000,-0.080446"
09:44:32,603189,网达软件,60日新低,"12.190000,12.19000,-0.032540"
09:43:17,920575,康乐卫士,60日新低,"7.120000,7.14000,-0.009709"
09:43:08,600022,山东钢铁,60日新低,"1.440000,1.45000,-0.013605"
09:43:01,300470,中密控股,60日新低,"33.410000,33.47000,-0.007414"
09:42:57,002320,海峡股份,60日新低,"8.210000,8.22000,-0.004843"
09:42:55,688033,天宜新材,60日新低,"7.710000,7.71000,-0.005161"
09:42:47,600503,华丽家族,60日新低,"2.240000,2.25000,-0.004425"
09:42:47,600104,上汽集团,60日新低,"13.720000,13.72000,-0.012239"
09:42:46,300423,昇辉科技,60日新低,"7.650000,7.65000,-0.009067"
09:42:46,300078,思创智联,60日新低,"3.770000,3.77000,-0.010499"
09:42:40,600515,海南机场,60日新低,"3.390000,3.40000,-0.002933"
09:42:36,002973,侨银股份,60日新低,"12.390000,12.39000,-0.019778"
09:42:36,001380,华纬科技,60日新低,"18.990000,19.00000,-0.009385"
09:42:36,000663,永安林业,60日新低,"6.210000,6.21000,-0.017405"
09:42:36,000417,合百集团,60日新低,"6.330000,6.33000,-0.009390"
09:42:33,002508,老板电器,60日新低,"19.090000,19.09000,-0.014964"
09:42:33,000530,冰山冷热,60日新低,"5.600000,5.60000,-0.060403"
09:42:32,688121,卓然股份,60日新低,"9.650000,9.65000,-0.014300"
09:42:14,688538,和辉光电-U,60日新低,"2.210000,2.21000,-0.008969"
09:42:12,002146,荣盛发展,60日新低,"1.250000,1.26000,-0.015625"
09:42:07,300226,上海钢联,60日新低,"23.310000,23.31000,-0.021821"
09:42:03,002052,同洲电子,60日新低,"9.820000,9.83000,-0.022863"
09:42:01,688329,艾隆科技,60日新低,"20.810000,20.81000,-0.005733"
09:42:00,000403,派林生物,60日新低,"12.600000,12.60000,-0.006309"
09:41:58,300543,朗科智能,60日新低,"8.990000,9.00000,-0.059561"
09:41:51,002835,同为股份,60日新低,"14.530000,14.56000,-0.053931"
09:41:49,300869,康泰医学,60日新低,"12.720000,12.72000,-0.007800"
09:41:23,603015,弘讯科技,60日新低,"11.830000,11.83000,-0.012521"
09:41:07,603136,天目湖,60日新低,"10.520000,10.53000,-0.013121"
09:40:59,601801,皖新传媒,60日新低,"6.000000,6.00000,-0.011532"
09:40:58,300887,谱尼测试,60日新低,"9.570000,9.58000,-0.009307"
09:40:56,600649,城投控股,60日新低,"4.200000,4.21000,-0.007075"
09:40:53,600053,九鼎投资,60日新低,"14.170000,14.18000,-0.010468"
09:40:51,002657,中科金财,60日新低,"21.140000,21.14000,-0.021296"
09:40:46,601992,金隅集团,60日新低,"1.670000,1.67000,-0.017647"
09:40:45,688613,奥精医疗,60日新低,"19.600000,19.60000,-0.007092"
09:40:36,000913,钱江摩托,60日新低,"13.650000,13.65000,-0.013728"
09:40:31,688297,中无人机,60日新低,"46.630000,46.63000,-0.013331"
09:40:25,300183,东软载波,60日新低,"13.390000,13.39000,-0.117918"
09:40:24,000779,甘咨询,60日新低,"8.320000,8.33000,-0.036994"
09:40:22,300011,鼎汉技术,60日新低,"7.230000,7.23000,-0.020325"
09:39:24,002575,群兴玩具,60日新低,"6.120000,6.12000,-0.036220"
09:39:16,300479,神思电子,60日新低,"17.290000,17.29000,-0.084216"
09:39:04,300979,华利集团,60日新低,"42.190000,42.21000,-0.005888"
09:38:51,002318,久立特材,60日新低,"28.510000,28.53000,-0.007652"
09:38:44,601601,中国太保,60日新低,"36.050000,36.06000,-0.024351"
09:38:13,600730,中国高科,60日新低,"8.190000,8.20000,-0.040936"
09:38:03,688333,铂力特,60日新低,"83.660000,83.66000,-0.016112"
09:38:01,300509,新美星,60日新低,"11.050000,11.06000,-0.082919"
09:37:12,000932,华菱钢铁,60日新低,"4.870000,4.87000,-0.010163"
09:37:06,689009,九号公司-WD,60日新低,"43.160000,43.16000,-0.015735"
09:37:01,603833,欧派家居,60日新低,"46.400000,46.40000,-0.015489"
09:36:45,002736,国信证券,60日新低,"11.040000,11.05000,-0.008079"
09:36:24,002690,美亚光电,60日新低,"17.210000,17.21000,-0.027134"
09:36:20,605333,沪光股份,60日新低,"24.370000,24.38000,-0.071592"
09:36:11,688435,英方软件,60日新低,"39.480000,39.48000,-0.014724"
09:36:04,600332,白云山,60日新低,"22.590000,22.60000,-0.003527"
09:36:03,601519,大智慧,60日新低,"10.110000,10.11000,-0.050704"
09:35:46,601199,江南水务,60日新低,"5.440000,5.44000,-0.038869"
09:35:28,301127,武汉天源,60日新低,"14.960000,14.97000,-0.015779"
09:35:27,002670,国盛证券,60日新低,"12.510000,12.53000,-0.005556"
09:35:22,300124,汇川技术,60日新低,"64.500000,64.50000,-0.012856"
09:35:18,688201,信安世纪,60日新低,"11.140000,11.16000,-0.008000"
09:35:16,300258,精锻科技,60日新低,"11.300000,11.30000,-0.015679"
09:35:13,300795,米奥会展,60日新低,"11.110000,11.11000,-0.015943"
09:35:04,300401,花园生物,60日新低,"13.190000,13.19000,-0.004528"
09:34:55,300449,汉邦高科,60日新低,"6.770000,6.77000,-0.007331"
09:34:46,301595,太力科技,60日新低,"45.080000,45.08000,-0.007048"
09:34:46,301210,金杨精密,60日新低,"35.000000,35.00000,-0.004267"
09:34:39,002101,广东鸿图,60日新低,"10.070000,10.07000,-0.005923"
09:34:37,688582,芯动联科,60日新低,"55.510000,55.55000,-0.104610"
09:34:00,000510,新金路,60日新低,"13.330000,13.35000,-0.019824"
09:33:59,601766,中国中车,60日新低,"5.930000,5.93000,-0.006700"
09:33:53,603959,百利科技,60日新低,"5.560000,5.57000,-0.055932"
09:33:52,300494,盛天网络,60日新低,"10.950000,10.98000,-0.070279"
09:33:39,002666,德联集团,60日新低,"5.040000,5.05000,-0.041746"
09:33:39,688496,清越科技,60日新低,"5.290000,5.29000,-0.005639"
09:33:24,000798,中水渔业,60日新低,"9.340000,9.35000,-0.051724"
09:33:19,300459,汤姆猫,60日新低,"3.920000,3.92000,-0.015075"
09:33:18,002607,中公教育,60日新低,"2.490000,2.49000,-0.015810"
09:33:10,300094,国联水产,60日新低,"3.000000,3.00000,-0.013158"
09:33:06,600061,国投资本,60日新低,"6.580000,6.58000,-0.006042"
09:32:54,600734,实达集团,60日新低,"2.420000,2.42000,-0.024194"
09:32:54,002244,滨江集团,60日新低,"9.370000,9.41000,-0.080156"
09:32:54,000520,凤凰航运,60日新低,"3.890000,3.90000,-0.002558"
09:32:52,301413,安培龙,60日新低,"107.000000,107.76000,-0.068706"
09:32:51,002269,美邦服饰,60日新低,"1.570000,1.58000,-0.012500"
09:32:49,301010,晶雪节能,60日新低,"20.100000,20.10000,-0.012770"
09:32:49,603210,泰鸿万立,60日新低,"16.060000,16.06000,-0.005573"
09:32:34,300296,利亚德,60日新低,"6.700000,6.72000,-0.115789"
09:32:28,300232,洲明科技,60日新低,"6.250000,6.25000,-0.007937"
09:32:27,002187,广百股份,60日新低,"5.960000,5.97000,-0.009950"
09:32:15,002857,三晖电气,60日新低,"20.230000,20.23000,-0.010758"
09:32:10,300465,高伟达,60日新低,"14.040000,14.06000,-0.026316"
09:32:04,301033,迈普医学,60日新低,"56.320000,56.32000,-0.004243"
09:32:04,300381,溢多利,60日新低,"6.060000,6.07000,-0.006547"
09:32:03,002626,金达威,60日新低,"16.070000,16.08000,-0.006180"
09:32:03,002045,国光电器,60日新低,"11.180000,11.20000,-0.007092"
09:32:03,000952,广济药业,60日新低,"6.510000,6.51000,-0.007622"
09:32:01,301602,超研股份,60日新低,"18.750000,18.76000,-0.008980"
09:31:57,000590,古汉医药,60日新低,"10.740000,10.74000,-0.002786"
09:31:55,300550,和仁科技,60日新低,"10.910000,10.95000,-0.008152"
09:31:54,001388,信通电子,60日新低,"37.050000,37.05000,-0.035407"
09:31:53,920199,倍益康,60日新低,"33.300000,33.30000,-0.016829"
09:31:50,688793,倍轻松,60日新低,"20.530000,20.53000,-0.008213"
09:31:48,002605,姚记科技,60日新低,"19.990000,20.00000,-0.008920"
09:31:45,601319,中国人保,60日新低,"7.200000,7.21000,-0.008253"
09:31:45,002677,浙江美大,60日新低,"7.280000,7.28000,-0.006821"
09:31:45,000410,沈阳机床,60日新低,"6.330000,6.36000,-0.047904"
09:31:43,300029,*ST天龙,60日新低,"3.460000,3.46000,-0.017045"
09:31:41,600603,广汇物流,60日新低,"6.170000,6.20000,-0.081481"
09:31:40,688695,中创股份,60日新低,"23.110000,23.11000,-0.003879"
09:31:39,002474,榕基软件,60日新低,"7.160000,7.18000,-0.006916"
09:31:35,600725,云维股份,60日新低,"4.030000,4.03000,-0.012255"
09:31:34,300074,华平股份,60日新低,"3.870000,3.88000,-0.007673"
09:31:30,000524,岭南控股,60日新低,"10.090000,10.10000,-0.013672"
09:31:25,300530,领湃科技,60日新低,"23.680000,23.68000,-0.011686"
09:31:24,002094,青岛金王,60日新低,"5.990000,5.99000,-0.008278"
09:31:23,603230,内蒙新华,60日新低,"10.880000,10.89000,-0.000917"
09:31:21,603656,泰禾智能,60日新低,"20.020000,20.02000,-0.005464"
09:31:19,300248,新开普,60日新低,"9.840000,9.85000,-0.034314"
09:31:10,603968,醋化股份,60日新低,"11.520000,11.52000,-0.011159"
09:31:10,601618,中国中冶,60日新低,"2.920000,2.93000,-0.003401"
09:31:06,600558,大西洋,60日新低,"5.250000,5.26000,-0.003788"
09:30:57,603277,银都股份,60日新低,"12.990000,13.00000,-0.013657"
09:30:51,600567,山鹰国际,60日新低,"1.480000,1.48000,-0.006711"
09:30:50,600593,大连圣亚,60日新低,"32.780000,32.78000,-0.012948"
09:30:49,300638,广和通,60日新低,"23.510000,23.52000,-0.095385"
09:30:47,601011,宝泰隆,60日新低,"3.080000,3.09000,-0.006431"
09:30:45,002311,海大集团,60日新低,"46.650000,46.65000,-0.004056"
09:30:42,000926,福星股份,60日新低,"1.930000,1.93000,-0.010256"
09:30:41,603556,海兴电力,60日新低,"30.090000,30.10000,-0.003311"
09:30:39,600981,苏豪汇鸿,60日新低,"2.810000,2.81000,-0.024306"
09:30:36,001319,铭科精技,60日新低,"23.500000,23.50000,-0.058494"
09:30:32,600279,重庆港,60日新低,"4.770000,4.77000,-0.006250"
09:30:30,002044,美年健康,60日新低,"5.200000,5.21000,-0.009506"
09:30:30,002165,红 宝 丽,60日新低,"8.830000,8.84000,-0.015590"
09:30:28,300888,稳健医疗,60日新低,"31.460000,31.46000,-0.005689"
09:30:28,300377,赢时胜,60日新低,"16.990000,17.00000,-0.006429"
09:30:28,605086,龙高股份,60日新低,"31.750000,31.75000,-0.008122"
09:30:27,601186,中国铁建,60日新低,"6.840000,6.84000,-0.002915"
09:30:27,002517,恺英网络,60日新低,"17.130000,17.15000,-0.012666"
09:30:25,600818,中路股份,60日新低,"8.190000,8.20000,-0.001218"
09:30:25,300150,世纪瑞尔,60日新低,"4.910000,4.92000,-0.093923"
09:30:24,600266,城建发展,60日新低,"4.760000,4.77000,-0.004175"
09:30:22,600690,海尔智家,60日新低,"20.410000,20.42000,-0.005358"
09:30:22,600585,海螺水泥,60日新低,"21.560000,21.57000,-0.003695"
09:30:22,600606,绿地控股,60日新低,"1.330000,1.34000,-0.007407"
09:30:21,002900,哈三联,60日新低,"10.580000,10.59000,-0.006567"
09:30:20,600712,南宁百货,60日新低,"5.730000,5.75000,-0.001736"
09:30:19,300967,晓鸣股份,60日新低,"16.540000,16.54000,-0.000604"
09:30:18,000017,深中华A,60日新低,"6.320000,6.33000,-0.006279"
09:30:17,600892,*ST大晟,60日新低,"3.430000,3.43000,-0.005797"
09:30:17,688278,特宝生物,60日新低,"60.760000,61.00000,-0.002453"
09:30:15,603216,梦天家居,60日新低,"29.090000,29.39000,-0.007430"
09:30:15,002514,宝馨科技,60日新低,"4.090000,4.09000,-0.009685"
09:30:11,600491,龙元建设,60日新低,"2.000000,2.01000,0.000000"
09:30:10,300707,威唐工业,60日新低,"14.620000,14.62000,-0.078765"
09:30:10,605368,蓝天燃气,60日新低,"7.660000,7.68000,-0.002597"
09:30:10,300120,经纬辉开,60日新低,"7.110000,7.11000,-0.005594"
09:30:09,000048,京基智农,60日新低,"14.390000,14.39000,-0.010997"
09:30:08,601888,中国中免,60日新低,"65.980000,66.02000,-0.003923"
09:30:07,600009,上海机场,60日新低,"27.170000,27.18000,-0.001470"
09:30:06,003001,中岩大地,60日新低,"16.250000,16.25000,-0.003679"
09:30:06,688765,禾元生物-U,60日新低,"61.610000,61.85000,0.000000"
09:30:06,002075,沙钢股份,60日新低,"4.550000,4.56000,-0.010846"
09:30:06,603787,新日股份,60日新低,"11.980000,11.98000,-0.005809"
09:30:05,601800,中国交建,60日新低,"7.180000,7.19000,-0.001389"
09:30:04,300695,兆丰股份,60日新低,"63.300000,63.30000,-0.069802"
09:30:04,300386,飞天诚信,60日新低,"12.670000,12.69000,-0.006265"
09:30:04,300366,ST创意,60日新低,"5.370000,5.37000,-0.011050"
09:30:04,300279,和晶科技,60日新低,"8.190000,8.19000,-0.015625"
09:30:04,300261,雅本化学,60日新低,"5.980000,6.00000,-0.001664"
09:30:03,002864,盘龙药业,60日新低,"30.030000,30.16000,-0.003305"
09:30:03,000639,西王食品,60日新低,"2.010000,2.02000,-0.004926"
09:30:02,301622,英思特,60日新低,"56.010000,56.01000,-0.009374"
09:30:02,300873,海晨股份,60日新低,"20.500000,20.65000,-0.002415"
09:30:02,301258,富士莱,60日新低,"28.010000,28.16000,-0.011930"
09:30:02,300551,古鳌科技,60日新低,"13.140000,13.22000,-0.007508"
09:30:01,300469,信息发展,60日新低,"49.800000,49.90000,-0.009331"
09:30:01,301036,双乐股份,60日新低,"26.300000,26.30000,-0.016822"
09:30:01,300198,ST纳川,60日新低,"2.460000,2.46000,-0.004049"
09:30:01,300516,久之洋,60日新低,"55.000000,55.50000,-0.087321"
09:30:01,300003,乐普医疗,60日新低,"14.780000,14.83000,-0.000674"
09:30:01,002809,红墙股份,60日新低,"10.210000,10.21000,-0.003902"
09:30:01,002252,上海莱士,60日新低,"5.560000,5.56000,-0.003584"
09:30:00,002717,ST岭南,60日新低,"1.500000,1.51000,-0.038217"
09:30:00,002163,海南发展,60日新低,"12.030000,12.11000,-0.005747"
09:30:00,002086,东方海洋,60日新低,"1.900000,1.90000,-0.010417"
09:30:00,000157,中联重科,60日新低,"7.950000,7.98000,-0.002500"
09:30:00,000999,华润三九,60日新低,"27.230000,27.23000,-0.001833"
09:25:04,600422,昆药集团,60日新低,"11.010000,11.01000,-0.006318"
09:25:04,605116,奥锐特,60日新低,"24.000000,24.00000,-0.085017"
09:25:04,603097,江苏华辰,60日新低,"29.420000,29.42000,-0.100031"
09:25:04,600193,*ST创兴,60日新低,"2.280000,2.28000,-0.050000"
09:25:04,600376,首开股份,60日新低,"4.440000,4.44000,-0.002247"
09:25:04,601019,山东出版,60日新低,"7.600000,7.60000,-0.002625"
09:25:04,600745,闻泰科技,60日新低,"28.210000,28.21000,-0.004938"
09:25:03,603325,博隆技术,60日新低,"69.300000,69.30000,-0.100000"
09:25:03,600636,*ST国化,60日新低,"5.420000,5.42000,-0.012750"
09:25:03,688287,*ST观典,60日新低,"1.200000,1.20000,-0.200000"
09:25:03,688089,嘉必优,60日新低,"15.200000,15.20000,-0.051186"
09:25:03,603363,傲农生物,60日新低,"3.270000,3.27000,-0.099174"
09:25:03,600421,*ST华嵘,60日新低,"4.760000,4.76000,-0.049900"
09:25:03,688080,映翰通,60日新低,"45.230000,45.23000,-0.015026"
09:25:03,600547,山东黄金,60日新低,"35.650000,35.65000,-0.005301"
09:25:03,603035,常熟汽饰,60日新低,"13.160000,13.16000,-0.015707"
09:25:02,603202,天有为,60日新低,"85.450000,85.45000,-0.099958"
09:25:02,920090,*ST同辉,60日新低,"4.600000,4.60000,-0.181495"
09:25:02,600180,瑞茂通,60日新低,"3.090000,3.09000,-0.034375"
09:25:02,600843,上工申贝,60日新低,"8.400000,8.40000,-0.022119"
09:25:02,603529,爱玛科技,60日新低,"24.710000,24.71000,-0.048151"
09:25:02,600057,厦门象屿,60日新低,"7.170000,7.17000,-0.028455"
09:25:02,688109,品茗科技,60日新低,"105.110000,105.11000,-0.079194"
09:25:02,600289,ST信通,60日新低,"6.230000,6.23000,-0.050305"
09:25:02,603232,格尔软件,60日新低,"18.800000,18.80000,-0.004237"
09:25:02,605081,*ST太和,60日新低,"5.860000,5.86000,-0.050243"
09:25:02,601956,东贝集团,60日新低,"5.970000,5.97000,-0.006656"
09:25:02,603828,ST柯利达,60日新低,"5.220000,5.22000,-0.001912"
09:25:02,603173,福斯达,60日新低,"37.680000,37.68000,-0.064780"
09:25:02,301229,纽泰格,60日新低,"16.260000,16.26000,-0.011550"
09:25:01,300941,创识科技,60日新低,"18.480000,18.48000,-0.011236"
09:25:01,300787,海能实业,60日新低,"10.990000,10.99000,-0.076471"
09:25:01,301050,雷电微力,60日新低,"41.040000,41.04000,-0.157290"
09:25:01,300615,欣天科技,60日新低,"12.980000,12.98000,-0.032066"
09:25:01,601788,光大证券,60日新低,"14.870000,14.87000,-0.003351"
09:25:01,603169,兰石重装,60日新低,"7.940000,7.94000,-0.099773"
09:25:01,300541,先进数通,60日新低,"13.010000,13.01000,-0.100898"
09:25:01,300514,友讯达,60日新低,"11.670000,11.67000,-0.022613"
09:25:01,300477,ST合纵,60日新低,"2.140000,2.14000,-0.022831"
09:25:01,300546,雄帝科技,60日新低,"19.800000,19.80000,-0.006523"
09:25:01,300368,汇金股份,60日新低,"10.080000,10.08000,-0.007874"
09:25:01,300365,恒华科技,60日新低,"5.580000,5.58000,-0.007117"
09:25:01,300314,戴维医疗,60日新低,"11.360000,11.36000,-0.003509"
09:25:01,300318,博晖创新,60日新低,"5.470000,5.47000,-0.007260"
09:25:01,300269,联建光电,60日新低,"6.740000,6.74000,-0.014620"
09:25:01,300224,正海磁材,60日新低,"13.310000,13.31000,-0.008197"
09:25:01,300180,华峰超纤,60日新低,"5.420000,5.42000,-0.003676"
09:25:01,300160,秀强股份,60日新低,"5.120000,5.12000,-0.007752"
09:25:01,300152,ST新动力,60日新低,"1.970000,1.97000,-0.010050"
09:25:01,300123,ST亚光,60日新低,"4.000000,4.00000,-0.004975"
09:25:01,300086,康芝药业,60日新低,"7.050000,7.05000,-0.005642"
09:25:01,300138,晨光生物,60日新低,"11.640000,11.64000,-0.008518"
09:25:01,300010,豆神教育,60日新低,"5.780000,5.78000,-0.008576"
09:25:01,603456,九洲药业,60日新低,"15.090000,15.09000,-0.087666"
09:25:01,002898,*ST赛隆,60日新低,"10.190000,10.19000,-0.050326"
09:25:01,002527,新时达,60日新低,"12.850000,12.85000,-0.009252"
09:25:01,002207,准油股份,60日新低,"6.600000,6.60000,-0.051724"
09:25:01,002104,恒宝股份,60日新低,"14.350000,14.35000,-0.006920"
09:25:01,000981,山子高科,60日新低,"3.890000,3.89000,-0.010178"
09:25:01,000959,首钢股份,60日新低,"4.410000,4.41000,-0.008989"
09:25:01,600761,安徽合力,60日新低,"16.900000,16.90000,-0.003538"
09:25:01,002592,ST八菱,60日新低,"7.770000,7.77000,-0.006394"
09:25:01,002394,联发股份,60日新低,"12.380000,12.38000,-0.099636"
09:25:01,002019,亿帆医药,60日新低,"11.650000,11.65000,-0.008511"
09:25:01,002014,永新股份,60日新低,"11.300000,11.30000,-0.027539"
09:25:01,000892,欢瑞世纪,60日新低,"4.960000,4.96000,-0.099819"
09:25:00,000004,*ST国华,60日新低,"2.910000,2.91000,-0.049020"
09:25:00,002431,棕榈股份,60日新低,"2.380000,2.38000,-0.008333"
09:25:00,000536,华映科技,60日新低,"4.060000,4.06000,-0.007335"
09:25:00,002836,新宏泽,60日新低,"12.490000,12.49000,-0.006364"
09:25:00,002731,ST萃华,60日新低,"5.340000,5.34000,-0.049822"
09:25:00,002691,冀凯股份,60日新低,"6.150000,6.15000,-0.099561"
09:25:00,002562,兄弟科技,60日新低,"5.660000,5.66000,-0.013937"
09:25:00,002268,电科网安,60日新低,"16.000000,16.00000,-0.004975"
09:25:00,002175,东方智造,60日新低,"2.390000,2.39000,-0.012397"
09:25:00,001206,依依股份,60日新低,"19.300000,19.30000,-0.017812"
09:25:00,000930,中粮科技,60日新低,"6.070000,6.07000,-0.053042"
09:25:00,000915,华特达因,60日新低,"29.200000,29.20000,-0.030866"
09:25:00,000826,启迪环境,60日新低,"1.850000,1.85000,-0.010695"
09:25:00,002808,*ST恒久,60日新低,"3.470000,3.47000,-0.049315"
09:25:00,002791,坚朗五金,60日新低,"18.200000,18.20000,-0.004921"
09:25:00,000710,贝瑞基因,60日新低,"9.650000,9.65000,-0.005155"
