序号,股票代码,股票简称,最新价,阶段涨跌幅,连续换手率,资金流入净额
1161,688215,瑞晟智能,78.0,0.58%,2.19%,639.24万
1162,600888,新疆众和,8.73,0.58%,6.59%,-5051.61万
1163,600759,洲际油气,5.22,0.58%,22.92%,4.81亿
1164,2591,恒大高新,6.98,0.58%,8.82%,-242.36万
1165,2350,北京科锐,13.96,0.58%,12.04%,-805.62万
1166,603682,锦和商管,7.03,0.57%,6.93%,-770.21万
1167,688082,盛美上海,156.67,0.56%,2.06%,1121.25万
1168,2887,绿茵生态,12.5,0.56%,9.48%,-3181.76万
1169,2563,森马服饰,5.4,0.56%,1.66%,-297.12万
1170,599,青岛双星,5.34,0.56%,3.75%,-651.62万
1171,603091,众鑫股份,82.38,0.54%,2.82%,68.77万
1172,301022,海泰科,33.58,0.54%,39.29%,-5682.95万
1173,603893,瑞芯微,175.27,0.54%,4.59%,-6364.61万
1174,300135,宝利国际,3.75,0.54%,4.26%,411.48万
1175,603116,红蜻蜓,5.68,0.53%,4.76%,417.04万
1176,2294,信立泰,54.92,0.53%,2.49%,-3574.13万
1177,688187,时代电气,52.41,0.52%,1.14%,529.33万
1178,688377,迪威尔,40.25,0.52%,1.88%,-152.70万
1179,600801,华新建材,23.1,0.52%,1.22%,477.93万
1180,600132,重庆啤酒,53.62,0.52%,1.50%,-3873.42万
1181,96,广聚能源,9.67,0.52%,3.25%,1132.67万
1182,300850,新强联,41.47,0.51%,9.88%,-2838.76万
1183,600007,中国国贸,21.73,0.51%,0.53%,1048.21万
1184,600808,马钢股份,3.95,0.51%,2.98%,2439.54万
1185,600458,时代新材,11.91,0.51%,3.47%,-3836.51万
1186,688222,成都先导,26.21,0.50%,9.80%,137.89万
1187,600389,江山股份,30.22,0.50%,4.33%,1888.82万
1188,300897,山科智能,26.59,0.49%,4.20%,238.05万
1189,3012,东鹏控股,6.2,0.49%,1.37%,188.18万
1190,601311,骆驼股份,10.3,0.49%,22.83%,-2.28亿
1191,600425,青松建化,4.11,0.49%,2.44%,278.84万
1192,300435,中泰股份,24.54,0.49%,15.66%,-8776.12万
1193,688612,威迈斯,33.21,0.48%,5.42%,-6690.57万
1194,600128,苏豪弘业,10.51,0.48%,3.96%,746.17万
1195,600100,同方股份,8.44,0.48%,3.27%,1612.32万
1196,2361,神剑股份,22.8,0.48%,94.23%,3.14亿
1197,11,深物业A,8.41,0.48%,1.55%,259.62万
1198,688084,晶品特装,68.8,0.47%,7.50%,253.11万
1199,601033,永兴股份,14.87,0.47%,3.67%,1403.28万
1200,688049,炬芯科技,47.03,0.47%,7.87%,-784.96万
1201,155,川能动力,17.05,0.47%,9.71%,-5266.03万
1202,600757,长江传媒,8.74,0.46%,1.18%,6.45万
1203,300442,润泽科技,90.46,0.46%,9.61%,6.33亿
1204,1227,兰州银行,2.24,0.45%,2.57%,4429.28万
1205,605599,菜百股份,23.03,0.44%,0.83%,-798.60万
1206,605166,聚合顺,11.36,0.44%,9.84%,1447.81万
1207,603919,金徽酒,18.22,0.44%,3.77%,-1997.75万
1208,603226,菲林格尔,38.69,0.44%,2.55%,-2056.87万
1209,2487,大金重工,87.36,0.43%,6.79%,-1.75亿
1210,800,一汽解放,7.01,0.43%,0.59%,-25.74万
1211,2066,瑞泰科技,23.26,0.43%,4.94%,-529.25万
1212,603311,金海高科,19.1,0.42%,8.08%,1317.09万
1213,600841,动力新科,9.53,0.42%,6.93%,-2469.89万
1214,300579,数字认证,26.52,0.42%,3.30%,-467.10万
1215,300246,宝莱特,16.63,0.42%,16.09%,-2819.33万
1216,603798,康普顿,17.34,0.41%,5.72%,1250.14万
1217,300503,昊志机电,61.39,0.41%,25.15%,-2.00亿
1218,603466,风语筑,10.1,0.40%,22.27%,-4449.44万
1219,603323,苏农银行,4.96,0.40%,3.67%,2167.97万
1220,600623,华谊集团,9.98,0.40%,2.58%,-2644.56万
1221,2741,光华科技,20.05,0.40%,12.05%,1850.49万
1222,2582,好想你,12.89,0.39%,22.21%,106.59万
1223,2497,雅化集团,28.1,0.39%,9.39%,4840.17万
1224,603150,万朗磁塑,60.22,0.38%,9.89%,-2326.45万
1225,688290,景业智能,54.8,0.38%,3.11%,1856.03万
1226,603507,振江股份,45.23,0.38%,17.87%,-1.01亿
1227,301002,崧盛股份,45.35,0.38%,19.36%,-2706.26万
1228,688343,云天励飞,92.06,0.37%,8.83%,2.37亿
1229,601026,道生天合,18.81,0.37%,12.95%,-1757.48万
1230,601169,北京银行,5.48,0.37%,1.38%,1.07亿
1231,300615,欣天科技,13.59,0.37%,12.85%,-258.16万
1232,2701,奥瑞金,5.42,0.37%,3.16%,596.29万
1233,2170,芭田股份,13.73,0.37%,6.60%,-5097.07万
1234,300801,泰和科技,30.99,0.36%,33.25%,-3997.00万
1235,1313,粤海饲料,8.4,0.36%,3.66%,-112.30万
1236,300211,*ST亿通,8.46,0.36%,3.79%,-419.15万
1237,300041,回天新材,11.23,0.36%,6.27%,-2162.94万
1238,544,中原环保,8.36,0.36%,1.23%,-74.13万
1239,603688,石英股份,52.23,0.35%,11.01%,1.18亿
1240,601518,吉林高速,2.84,0.35%,1.92%,770.91万
1241,600582,天地科技,5.73,0.35%,1.21%,1774.46万
1242,1217,华尔泰,11.91,0.34%,3.51%,213.09万
1243,603776,永安行,20.44,0.34%,4.28%,942.63万
1244,603218,日月股份,14.62,0.34%,2.86%,-3456.38万
1245,301536,星宸科技,81.62,0.33%,18.31%,2522.61万
1246,603605,珀莱雅,60.55,0.33%,2.75%,-3783.09万
1247,605268,王力安防,12.68,0.32%,7.83%,811.03万
1248,605169,洪通燃气,12.64,0.32%,3.31%,286.53万
1249,603043,广州酒家,15.53,0.32%,0.99%,-333.91万
1250,301336,趣睡科技,51.56,0.31%,8.32%,-206.16万
1251,688171,纬德信息,53.55,0.30%,5.53%,-1298.88万
1252,600661,昂立教育,9.94,0.30%,6.37%,1029.49万
1253,600116,三峡水利,6.66,0.30%,3.38%,45.93万
1254,300755,华致酒行,13.29,0.30%,2.61%,1019.25万
1255,300404,博济医药,10.13,0.30%,6.81%,-1507.67万
1256,300147,ST香雪,10.19,0.30%,9.81%,-6175.14万
1257,301122,采纳股份,30.93,0.29%,3.78%,299.19万
1258,603079,圣达生物,17.0,0.29%,5.77%,-2942.93万
1259,300760,迈瑞医疗,159.31,0.29%,1.58%,-8966.35万
1260,2595,豪迈科技,88.46,0.29%,1.71%,-5564.77万
1261,2454,松芝股份,10.4,0.29%,4.87%,-1970.34万
1262,2159,三特索道,17.31,0.29%,5.99%,597.15万
1263,603863,松炀资源,17.75,0.28%,9.72%,53.23万
1264,2304,洋河股份,49.87,0.28%,0.76%,-4550.33万
1265,600055,万东医疗,14.82,0.27%,1.01%,-573.67万
1266,600016,民生银行,3.75,0.27%,1.31%,-5377.14万
1267,300685,艾德生物,22.09,0.27%,4.25%,-2984.17万
1268,2060,广东建工,3.88,0.26%,6.91%,1210.10万
1269,688087,英科再生,39.39,0.25%,3.80%,-789.47万
1270,688390,固德威,88.66,0.25%,10.89%,29.56万
1271,600630,龙头股份,7.97,0.25%,4.06%,-1641.12万
1272,600905,三峡能源,4.13,0.24%,1.43%,1.98亿
1273,900,现代投资,4.1,0.24%,1.74%,426.25万
1274,300536,农尚环境,8.68,0.23%,7.83%,-791.32万
1275,2168,*ST惠程,4.38,0.23%,3.83%,-185.27万
1276,601000,唐山港,4.88,0.21%,1.28%,3480.57万
1277,600976,健民集团,32.89,0.21%,1.76%,-1186.04万
1278,688107,安路科技,30.17,0.20%,3.74%,764.66万
1279,600258,首旅酒店,15.08,0.20%,3.89%,-1975.71万
1280,2461,珠江啤酒,9.8,0.20%,0.95%,238.27万
1281,688091,上海谊众,53.2,0.19%,4.58%,-3907.73万
1282,601216,君正集团,5.3,0.19%,1.78%,-9432.70万
1283,690,宝新能源,5.28,0.19%,29.43%,-1.04亿
1284,411,英特集团,10.98,0.18%,3.04%,-350.73万
1285,688139,海尔生物,33.21,0.18%,1.89%,-514.18万
1286,688237,超卓航科,55.09,0.18%,2.21%,-1609.62万
1287,600120,浙江东方,5.61,0.18%,4.40%,6453.47万
1288,300666,江丰电子,157.5,0.18%,11.68%,-2.09亿
1289,2479,富春环保,5.63,0.18%,7.09%,271.67万
1290,603176,汇通集团,5.47,0.18%,2.08%,-406.36万
1291,2253,*ST智胜,11.29,0.18%,3.23%,-1191.35万
1292,1367,海森药业,25.29,0.16%,10.11%,502.37万
1293,688443,智翔金泰,30.45,0.16%,6.12%,611.37万
1294,603199,九华旅游,37.81,0.16%,5.52%,-708.08万
1295,300686,智动力,19.08,0.16%,22.00%,-3714.76万
1296,300167,ST迪威迅,6.21,0.16%,5.45%,-1150.42万
1297,688584,上海合晶,20.55,0.15%,3.25%,-2384.05万
1298,603328,依顿电子,13.4,0.15%,15.74%,-1.26亿
1299,300505,川金诺,25.94,0.15%,15.14%,-703.90万
1300,2549,凯美特气,20.68,0.15%,23.58%,-4.64亿
1301,2584,西陇科学,7.85,0.13%,12.47%,-5039.46万
1302,601998,中信银行,8.45,0.12%,0.22%,-7465.48万
1303,600551,时代出版,8.21,0.12%,1.33%,63.57万
1304,600497,驰宏锌锗,9.0,0.11%,9.01%,2897.78万
1305,617,中油资本,9.35,0.11%,2.89%,-719.12万
1306,603229,奥翔药业,9.88,0.10%,1.80%,45.66万
1307,600741,华域汽车,20.4,0.10%,1.12%,-1.26亿
1308,600101,明星电力,9.79,0.10%,11.91%,-899.10万
1309,300533,冰川网络,30.61,0.10%,32.52%,-1.11亿
1310,625,长安汽车,9.97,0.10%,2.54%,-2.82亿
1311,603282,亚光股份,21.4,0.09%,3.52%,-485.22万
1312,600285,羚锐制药,21.56,0.09%,2.15%,2718.26万
1313,600099,林海股份,11.35,0.09%,3.45%,-628.27万
1314,2782,可立克,21.5,0.09%,5.00%,-72.89万
1315,2273,水晶光电,32.42,0.09%,15.15%,2.04亿
1316,301315,威士顿,49.88,0.08%,11.46%,-1021.54万
1317,300517,海波重科,11.93,0.08%,6.43%,411.23万
1318,729,燕京啤酒,12.71,0.08%,4.37%,-1554.72万
1319,688211,中科微至,32.68,0.06%,0.94%,-270.86万
1320,688432,有研硅,15.47,0.06%,2.43%,-50.26万
1321,600475,华光环能,17.72,0.06%,2.71%,-1977.70万
1322,603112,华翔股份,20.65,0.05%,9.06%,2881.19万
1323,603638,艾迪精密,22.21,0.05%,3.25%,-3777.60万
1324,869,张裕A,19.05,0.05%,0.37%,-40.97万
1325,534,万泽股份,42.2,0.05%,14.81%,9040.71万
1326,688657,浩辰软件,50.82,0.04%,7.91%,244.61万
1327,605499,东鹏饮料,201.42,0.04%,1.28%,8473.20万
1328,603501,豪威集团,92.89,0.04%,3.31%,2692.47万
1329,895,双汇发展,28.95,0.03%,0.59%,-7658.27万
1330,301358,湖南裕能,85.51,0.01%,8.50%,1.57亿
1331,619,海螺新材,5.86,0.00%,3.86%,164.93万
1332,600608,*ST沪科,2.18,0.00%,4.61%,419.33万
1333,603195,公牛集团,41.35,0.00%,0.20%,1164.09万
1334,601677,明泰铝业,18.22,0.00%,9.32%,-5685.46万
1335,637,茂化实华,4.42,0.00%,4.36%,308.90万
1336,300522,世名科技,13.49,0.00%,5.75%,-1460.48万
1337,601127,赛力斯,89.95,0.00%,4.09%,-6.18亿
1338,603983,丸美生物,24.75,0.00%,1.28%,-288.66万
1339,603063,禾望电气,41.25,0.00%,18.73%,1.10亿
1340,601968,宝钢包装,5.32,0.00%,3.39%,-2277.46万
1341,601828,美凯龙,2.37,0.00%,0.81%,-745.88万
1342,601228,广州港,3.25,0.00%,0.70%,-112.00万
1343,601188,龙江交通,3.28,0.00%,2.36%,455.62万
1344,603221,爱丽家居,11.42,0.00%,2.59%,5.61万
1345,601163,三角轮胎,13.98,0.00%,1.07%,-935.86万
1346,600969,郴电国际,10.24,0.00%,6.55%,-1187.32万
1347,600831,广电网络,3.44,0.00%,3.72%,755.05万
1348,600794,保税科技,3.57,0.00%,1.73%,-407.32万
1349,600744,华银电力,8.26,0.00%,22.86%,-4749.09万
1350,600716,凤凰股份,4.27,0.00%,2.60%,918.46万
1351,600704,物产中大,5.2,0.00%,1.69%,-813.24万
1352,600283,钱江水利,9.25,0.00%,1.95%,-306.90万
1353,600114,东睦股份,32.28,0.00%,7.18%,-1062.10万
1354,300425,中建环能,4.93,0.00%,2.31%,154.78万
1355,300301,ST长方,3.8,0.00%,7.41%,161.75万
1356,300285,国瓷材料,35.88,0.00%,11.12%,-3182.43万
1357,300228,富瑞特装,9.04,0.00%,10.24%,-431.26万
1358,300057,万顺新材,7.33,0.00%,39.97%,-455.67万
1359,300027,华谊兄弟,1.91,0.00%,23.46%,257.49万
1360,300013,新宁物流,3.77,0.00%,5.13%,-303.50万
1361,2798,帝欧水华,7.15,0.00%,10.29%,1651.25万
1362,2507,涪陵榨菜,12.31,0.00%,1.56%,-2269.02万
1363,2488,金固股份,11.43,0.00%,3.46%,-2343.68万
1364,2452,长高电新,10.96,0.00%,8.99%,296.66万
1365,2442,龙星科技,5.73,0.00%,4.76%,316.28万
1366,2423,中粮资本,10.18,0.00%,1.05%,-2006.52万
1367,2367,康力电梯,6.38,0.00%,2.59%,-2128.92万
1368,922,佳电股份,13.93,0.00%,2.27%,-1532.99万
1369,761,本钢板材,2.98,0.00%,0.69%,148.16万
1370,703,恒逸石化,15.17,0.00%,2.50%,-1.11亿
1371,683,博源化工,8.99,0.00%,3.93%,3964.22万
1372,582,北部湾港,10.93,0.00%,2.38%,-5008.83万
1373,563,陕国投A,3.35,0.00%,2.04%,916.91万
1374,407,胜利股份,4.71,0.00%,4.60%,715.33万
1375,58,深赛格,7.95,0.00%,2.47%,-291.68万
1376,300957,贝泰妮,37.0,-0.03%,4.13%,-1733.05万
1377,603583,捷昌驱动,32.76,-0.03%,2.62%,-3078.63万
1378,300390,天华新能,85.78,-0.03%,23.11%,-2.80亿
1379,807,云铝股份,34.35,-0.03%,3.76%,-4.98亿
1380,301575,艾芬达,45.66,-0.04%,14.18%,-2509.45万
1381,301305,朗坤科技,27.86,-0.04%,9.49%,1408.56万
1382,300775,三角防务,36.9,-0.05%,13.28%,-1.20亿
1383,300725,药石科技,37.96,-0.05%,10.85%,1797.98万
1384,688717,艾罗能源,108.03,-0.06%,12.84%,-4404.13万
1385,603165,荣晟环保,17.05,-0.06%,9.33%,-5338.87万
1386,603110,东方材料,17.84,-0.06%,10.19%,2138.37万
1387,300519,新光药业,15.74,-0.06%,5.88%,-710.80万
1388,1335,信凯科技,45.14,-0.07%,10.63%,-1914.73万
1389,1203,大中矿业,44.99,-0.07%,4.70%,-6630.88万
1390,603699,纽威股份,58.96,-0.07%,2.55%,-6120.41万
1391,2185,华天科技,12.54,-0.08%,6.62%,-1.35亿
1392,957,中通客车,12.13,-0.08%,9.68%,-344.88万
1393,688326,经纬恒润,118.84,-0.09%,3.00%,261.01万
1394,3008,开普检测,21.57,-0.09%,8.20%,-502.45万
1395,300201,海伦哲,11.46,-0.09%,7.47%,-693.35万
1396,151,中成股份,11.01,-0.09%,7.20%,-2549.43万
1397,688809,强一股份,401.5,-0.10%,28.13%,-4482.72万
1398,601886,江河集团,9.99,-0.10%,1.42%,-1015.04万
1399,300277,汽轮科技,19.31,-0.10%,14.35%,1674.34万
1400,2809,红墙股份,10.38,-0.10%,9.26%,-431.65万
1401,688062,迈威生物,37.16,-0.11%,12.80%,-91.47万
1402,601456,国联民生,9.27,-0.11%,1.11%,-314.65万
1403,300174,元力股份,17.58,-0.11%,12.21%,2168.84万
1404,300556,丝路视觉,17.83,-0.11%,5.97%,-1165.48万
1405,2966,苏州银行,8.75,-0.11%,1.16%,-3518.93万
1406,301090,华润材料,8.58,-0.12%,3.36%,-2980.12万
1407,601995,中金公司,33.89,-0.12%,1.39%,3781.48万
1408,300842,帝科股份,85.22,-0.12%,11.71%,1234.37万
1409,603992,松霖科技,33.73,-0.12%,2.39%,-2065.46万
1410,603987,康德莱,8.6,-0.12%,2.06%,47.42万
1411,603825,ST华扬,8.52,-0.12%,2.55%,-955.94万
1412,600776,东方通信,16.38,-0.12%,14.64%,-1.31亿
1413,600331,宏达股份,17.29,-0.12%,6.48%,-9410.52万
1414,848,承德露露,8.36,-0.12%,2.48%,1367.42万
1415,601921,浙版传媒,7.98,-0.13%,0.99%,858.40万
1416,601187,厦门银行,7.79,-0.13%,1.58%,1343.91万
1417,603617,君禾股份,7.4,-0.13%,3.54%,-610.18万
1418,603203,快克智能,46.25,-0.13%,8.75%,-4928.26万
1419,2150,正泰电源,29.73,-0.13%,13.64%,-1.46亿
1420,688767,博拓生物,35.8,-0.14%,2.08%,-389.43万
1421,688601,力芯微,50.13,-0.14%,6.48%,-5577.62万
1422,688458,美芯晟,36.36,-0.14%,4.68%,444.77万
1423,603330,天洋新材,7.09,-0.14%,5.47%,268.90万
1424,600621,华鑫股份,14.03,-0.14%,2.07%,-99.31万
1425,600015,华夏银行,7.17,-0.14%,0.84%,-1.47亿
1426,2078,太阳纸业,14.48,-0.14%,1.26%,-2225.47万
1427,603213,镇洋发展,13.42,-0.15%,0.58%,-207.76万
1428,1287,中电港,27.43,-0.15%,6.81%,2064.14万
1429,1283,豪鹏科技,71.79,-0.15%,18.23%,1804.22万
1430,600084,中信尼雅,6.54,-0.15%,1.03%,-750.11万
1431,688327,云从科技,12.91,-0.15%,6.41%,369.23万
1432,603773,沃格光电,58.42,-0.15%,30.78%,-479.49万
1433,603208,江山欧派,13.06,-0.15%,2.05%,-162.84万
1434,300715,凯伦股份,13.34,-0.15%,4.57%,-2523.53万
1435,688221,前沿生物,18.76,-0.16%,6.76%,2390.27万
1436,2746,仙坛股份,6.19,-0.16%,3.48%,-382.23万
1437,2063,远光软件,6.36,-0.16%,5.53%,-709.15万
1438,550,江铃汽车,18.98,-0.16%,1.84%,324.97万
1439,301587,中瑞股份,28.9,-0.17%,34.87%,-5741.19万
1440,300816,艾可蓝,64.56,-0.17%,10.99%,-3742.55万
1441,600249,两面针,5.89,-0.17%,5.59%,-72.86万
1442,2828,贝肯能源,11.76,-0.17%,20.45%,-292.01万
1443,301019,宁波色母,21.84,-0.18%,6.96%,-1747.70万
1444,600728,佳都科技,5.55,-0.18%,3.84%,2751.33万
1445,300741,华宝股份,16.82,-0.18%,1.34%,-924.55万
1446,300328,宜安科技,16.24,-0.18%,12.92%,-600.28万
1447,2357,富临运业,10.93,-0.18%,7.13%,-2012.36万
1448,886,海南高速,5.66,-0.18%,3.45%,-556.62万
1449,688009,中国通号,5.35,-0.19%,0.68%,3400.58万
1450,600917,重庆燃气,5.24,-0.19%,0.88%,326.43万
1451,600854,春兰股份,5.15,-0.19%,3.74%,365.29万
1452,600662,外服控股,5.13,-0.19%,1.41%,-1030.64万
1453,300697,电工合金,15.95,-0.19%,6.33%,-1498.88万
1454,300655,晶瑞电材,15.67,-0.19%,9.17%,-1.13亿
1455,2890,弘宇股份,15.68,-0.19%,3.30%,493.67万
1456,2032,苏泊尔,46.84,-0.19%,0.56%,-1084.69万
1457,688475,萤石网络,29.87,-0.20%,1.73%,916.03万
1458,300977,深圳瑞捷,19.56,-0.20%,6.72%,370.99万
1459,600894,广日股份,9.95,-0.20%,1.96%,-1440.36万
1460,600168,武汉控股,4.96,-0.20%,1.57%,179.15万
1461,2453,华软科技,4.94,-0.20%,6.70%,-947.31万
1462,2326,永太科技,24.77,-0.20%,15.96%,-532.54万
1463,688656,浩欧博,135.51,-0.21%,1.54%,2128.62万
1464,600540,新赛股份,4.83,-0.21%,7.23%,2021.52万
1465,2942,新农股份,19.25,-0.21%,4.39%,-651.93万
1466,818,航锦科技,14.42,-0.21%,13.24%,3534.41万
1467,1230,劲旅环境,27.67,-0.22%,8.88%,-1429.89万
1468,301581,黄山谷捷,46.01,-0.22%,2.15%,-435.54万
1469,600428,中远海特,8.97,-0.22%,2.51%,1336.22万
1470,2266,浙富控股,4.48,-0.22%,2.75%,-2241.39万
1471,651,格力电器,36.83,-0.22%,0.95%,-2.15亿
1472,688728,格科微,13.24,-0.23%,1.17%,-107.59万
1473,601158,重庆水务,4.37,-0.23%,0.27%,-460.19万
1474,300768,迪普科技,17.02,-0.23%,3.13%,-695.42万
1475,688439,振华风光,51.23,-0.23%,2.41%,-1664.20万
1476,300891,惠云钛业,8.42,-0.24%,4.21%,-788.72万
1477,603155,新亚强,16.52,-0.24%,3.96%,-1649.29万
1478,603689,皖天然气,8.15,-0.24%,1.68%,-353.80万
1479,300651,金陵体育,29.15,-0.24%,29.82%,-9613.02万
1480,2643,万润股份,16.83,-0.24%,3.44%,-3644.66万
1481,688192,迪哲医药,55.58,-0.25%,1.76%,1016.22万
1482,603310,巍华新材,16.23,-0.25%,1.53%,-254.42万
1483,688718,唯赛勃,15.79,-0.25%,2.79%,-655.10万
1484,600992,贵绳股份,12.0,-0.25%,3.64%,-1025.40万
1485,300772,运达股份,16.25,-0.25%,5.40%,1830.64万
1486,3019,宸展光电,35.1,-0.26%,10.61%,1247.12万
1487,600600,青岛啤酒,61.86,-0.26%,1.20%,-9783.80万
1488,600151,航天机电,15.08,-0.26%,17.25%,4899.27万
1489,2608,江苏国信,7.77,-0.26%,1.69%,-2089.50万
1490,2406,远东传动,7.59,-0.26%,5.82%,-1935.46万
1491,688779,五矿新能,10.93,-0.27%,3.86%,-8065.20万
1492,688007,光峰科技,14.65,-0.27%,3.32%,927.22万
1493,603377,ST东时,3.63,-0.27%,1.46%,-900.23万
1494,600884,杉杉股份,14.76,-0.27%,16.42%,-1.23亿
1495,600217,中再资环,3.74,-0.27%,1.21%,-1129.12万
1496,668,*ST荣控,14.74,-0.27%,2.15%,-171.57万
1497,688502,茂莱光学,480.02,-0.28%,10.14%,2.00亿
1498,600300,维维股份,3.52,-0.28%,4.23%,-641.06万
1499,600444,国机通用,17.81,-0.28%,3.67%,-457.87万
1500,688366,昊海生科,38.76,-0.28%,0.46%,-310.73万
1501,688019,安集科技,244.73,-0.28%,4.55%,-1.76亿
1502,2601,龙佰集团,17.66,-0.28%,2.73%,-8813.81万
1503,2180,奔图科技,18.13,-0.28%,2.52%,155.27万
1504,301323,新莱福,67.72,-0.29%,8.23%,-429.61万
1505,688230,芯导科技,64.99,-0.29%,1.98%,1663.90万
1506,603676,卫信康,10.25,-0.29%,0.94%,205.38万
1507,603663,三祥新材,47.78,-0.29%,4.63%,-6773.03万
1508,2554,惠博普,3.43,-0.29%,4.96%,-82.87万
1509,629,钒钛股份,3.45,-0.29%,2.26%,-5670.87万
1510,688291,金橙子,43.15,-0.30%,4.88%,-750.03万
1511,3013,地铁设计,13.35,-0.30%,1.13%,-654.61万
1512,300826,测绘股份,16.52,-0.30%,3.96%,-819.44万
1513,600463,空港股份,10.0,-0.30%,2.18%,-477.52万
1514,2377,国创高新,3.29,-0.30%,12.99%,-3618.47万
1515,300908,仲景食品,28.77,-0.31%,2.94%,-237.91万
1516,601818,光大银行,3.17,-0.31%,0.56%,-2207.00万
1517,300298,三诺生物,16.0,-0.31%,2.17%,658.46万
1518,1325,元创股份,64.57,-0.32%,50.15%,-8920.70万
1519,301489,思泉新材,214.71,-0.32%,21.65%,7619.36万
1520,301133,金钟股份,46.5,-0.32%,6.11%,-2002.06万
1521,2998,优彩资源,9.28,-0.32%,6.95%,468.80万
1522,603031,安孚科技,55.64,-0.32%,14.43%,-4632.72万
1523,600982,宁波能源,6.22,-0.32%,26.01%,-9520.30万
1524,600796,钱江生化,6.17,-0.32%,6.33%,-660.20万
1525,301233,盛帮股份,55.17,-0.33%,6.59%,131.38万
1526,301013,利和兴,24.53,-0.33%,13.72%,-268.42万
1527,603196,璞源材料,32.99,-0.33%,4.91%,-1376.62万
1528,688608,恒玄科技,167.79,-0.33%,6.03%,-2302.82万
1529,600848,上海临港,9.16,-0.33%,0.85%,803.68万
1530,600298,安琪酵母,39.55,-0.33%,1.46%,-9267.95万
1531,600036,招商银行,39.74,-0.33%,0.59%,-6.26亿
1532,600008,首创环保,3.05,-0.33%,1.85%,-5109.13万
1533,300684,中石科技,59.73,-0.33%,17.16%,-4520.72万
1534,301197,工大科雅,29.01,-0.34%,10.70%,-1793.70万
1535,42,中洲控股,8.9,-0.34%,2.32%,-1304.17万
1536,600276,恒瑞医药,55.56,-0.34%,2.65%,-4.44亿
1537,300537,广信材料,23.3,-0.34%,7.69%,-308.12万
1538,300169,天晟新材,5.84,-0.34%,4.65%,119.74万
1539,2536,飞龙股份,38.37,-0.34%,24.15%,4182.34万
1540,2332,仙琚制药,8.89,-0.34%,2.04%,-2087.83万
1541,300055,万邦达,11.47,-0.35%,10.77%,3870.83万
1542,2312,川发龙蟒,11.51,-0.35%,4.08%,-7776.11万
1543,2102,能特科技,2.81,-0.35%,5.09%,1742.73万
1544,301286,侨源股份,49.86,-0.36%,4.62%,-1443.38万
1545,603033,三维股份,11.17,-0.36%,2.40%,2085.92万
1546,601339,百隆东方,8.27,-0.36%,2.08%,-1428.43万
1547,600688,上海石化,2.79,-0.36%,1.24%,-431.88万
1548,2628,成都路桥,5.56,-0.36%,10.38%,-281.99万
1549,858,五粮液,100.82,-0.36%,0.91%,-3.86亿
1550,552,甘肃能化,2.76,-0.36%,9.46%,-266.63万
1551,301259,艾布鲁,37.84,-0.37%,9.28%,-1081.55万
1552,301062,上海艾录,8.14,-0.37%,5.93%,1447.95万
1553,300982,苏文电能,21.39,-0.37%,5.72%,1042.77万
1554,603421,鼎信通讯,8.11,-0.37%,7.48%,753.95万
1555,603108,润达医疗,13.64,-0.37%,7.49%,-2730.57万
1556,601890,亚星锚链,10.74,-0.37%,13.39%,397.46万
1557,600787,中储股份,5.35,-0.37%,1.81%,-556.99万
1558,301369,联动科技,166.86,-0.38%,9.12%,-1595.83万
1559,1376,百通能源,15.72,-0.38%,10.00%,283.02万
1560,600479,千金药业,10.47,-0.38%,2.67%,442.98万
1561,600152,维科技术,12.96,-0.38%,56.42%,-1.00亿
1562,2959,小熊电器,42.27,-0.38%,2.04%,-1936.65万
1563,2940,昂利康,38.97,-0.38%,31.40%,-1642.45万
1564,2395,双象股份,18.18,-0.38%,4.77%,142.42万
1565,300750,宁德时代,438.98,-0.39%,2.11%,-21.35亿
1566,2495,佳隆股份,2.53,-0.39%,6.95%,-1080.34万
1567,300996,普联软件,17.38,-0.40%,6.25%,-3222.63万
1568,601808,中海油服,15.1,-0.40%,2.39%,-3946.09万
1569,600822,上海物贸,9.87,-0.40%,1.57%,-1030.25万
1570,605018,长华集团,12.4,-0.40%,3.25%,1018.09万
1571,600616,金枫酒业,4.94,-0.40%,2.34%,289.34万
1572,600597,光明乳业,7.42,-0.40%,0.86%,-1786.72万
1573,600305,恒顺醋业,7.45,-0.40%,1.39%,-1748.97万
1574,2906,华阳集团,32.28,-0.40%,3.39%,95.20万
1575,917,电广传媒,9.9,-0.40%,5.94%,-2908.48万
1576,301193,家联科技,21.94,-0.41%,17.59%,369.89万
1577,601668,中国建筑,4.83,-0.41%,1.00%,-3.92亿
1578,600420,国药现代,9.71,-0.41%,1.20%,-1635.51万
1579,600018,上港集团,4.91,-0.41%,0.29%,-5207.56万
1580,2929,润建股份,55.44,-0.41%,22.23%,-1657.27万
1581,603182,嘉华股份,14.52,-0.41%,6.18%,633.97万
1582,688148,芳源股份,9.51,-0.42%,11.73%,-2391.40万
1583,605377,华旺科技,9.54,-0.42%,2.36%,1632.39万
1584,600587,新华医疗,14.09,-0.42%,1.89%,-53.70万
1585,2724,海洋王,7.04,-0.42%,2.55%,-942.18万
1586,908,ST景峰,7.08,-0.42%,2.31%,-2303.86万
1587,799,酒鬼酒,42.85,-0.42%,6.31%,-3510.39万
1588,601328,交通银行,6.99,-0.43%,1.03%,-5861.49万
1589,600901,江苏金租,6.98,-0.43%,2.13%,97.96万
