序号,股票代码,股票简称,收盘价,最高价,最低价,连涨天数,连续涨跌幅,累计换手率,所属行业
156,002797,第一创业,7.87,7.97,7.27,5,7.51,21.31,证券
157,002921,联诚精密,31.2,32.17,27.65,5,12.15,33.53,汽车零部件
158,002989,中天精装,32.14,33.61,23.75,5,34.42,28.24,建筑装饰
175,600008,首创环保,3.09,3.11,3.01,5,2.66,4.97,环境治理
176,600133,东湖高新,9.08,9.14,8.67,5,3.89,12.42,环境治理
177,600170,上海建工,2.73,2.74,2.62,5,3.8,7.82,建筑装饰
178,600329,达仁堂,42.03,42.3,38.92,5,7.74,3.87,中药
179,600381,*ST春天,3.96,3.96,3.02,5,27.74,3.37,食品加工制造
180,600463,空港股份,10.96,11.11,10.27,5,6.1,7.95,房地产
181,600566,济川药业,28.36,28.45,26.49,5,6.3,4.04,中药
182,600722,金牛化工,14.25,14.33,12.88,5,8.78,51.5,化学原料
183,600962,国投中鲁,22.66,23.3,20.7,5,8.94,10.65,饮料制造
184,600984,建设机械,4.28,4.29,3.87,5,9.46,10.7,工程机械
185,601336,新华保险,65.39,67.16,61.74,5,5.16,6.21,保险
186,603050,科林电气,24.34,24.8,18.58,5,26.7,17.77,电网设备
187,603083,剑桥科技,184.07,187.5,154.0,5,19.85,63.09,通信设备
188,603262,技源集团,26.11,26.38,24.7,5,3.28,11.87,食品加工制造
189,603269,海鸥股份,17.06,17.28,14.3,5,17.09,35.74,通用设备
190,603301,振德医疗,93.51,94.89,88.72,5,4.46,3.14,医疗器械
191,603398,*ST沐邦,13.72,13.72,11.01,5,22.5,5.84,光伏设备
192,603699,纽威股份,66.31,67.17,57.9,5,14.31,6.33,通用设备
193,603815,交建股份,7.72,7.77,6.74,5,11.72,26.09,建筑装饰
194,603937,丽岛新材,17.16,18.46,12.29,5,37.61,51.11,工业金属
195,603980,吉华集团,6.43,6.5,6.06,5,5.07,13.02,化学制品
196,605008,长鸿高科,12.25,12.33,11.66,5,3.2,1.61,塑料制品
197,605011,杭州热电,21.82,22.11,19.98,5,9.15,8.1,电力
198,605100,华丰股份,49.47,50.18,47.75,5,2.21,8.43,通用设备
199,605296,神农集团,30.28,30.56,27.53,5,7.83,3.38,养殖业
205,000045,深纺织A,12.18,12.24,11.63,4,4.46,6.04,光学光电子
206,000060,中金岭南,8.08,8.17,6.31,4,26.45,28.45,工业金属
207,000063,中兴通讯,38.9,39.1,35.57,4,8.03,13.86,通信设备
208,000065,北方国际,13.85,14.1,12.45,4,10.71,14.04,建筑装饰
209,000151,中成股份,12.04,12.19,11.19,4,7.5,13.04,贸易
210,000409,云鼎科技,10.22,10.27,10.05,4,1.49,3.87,IT服务
211,000417,合百集团,7.11,7.28,6.33,4,11.79,10.94,零售
212,000506,招金黄金,16.72,17.09,15.2,4,8.57,13.52,贵金属
213,000547,航天发展,25.08,25.34,23.44,4,6.72,25.56,军工电子
214,000551,创元科技,16.62,16.73,15.45,4,15.98,31.95,环保设备
215,000559,万向钱潮,17.2,17.45,15.6,4,9.14,9.1,汽车零部件
216,000561,烽火电子,9.66,9.67,9.08,4,4.66,5.41,军工装备
217,000657,中钨高新,63.19,64.31,51.8,4,21.29,31.52,小金属
218,000668,*ST荣控,17.47,17.47,15.45,4,12.56,6.6,房地产
219,000670,盈方微,8.2,8.51,7.28,4,11.72,23.84,其他电子
220,000672,上峰水泥,14.54,14.85,12.6,4,14.58,11.96,建筑材料
221,000676,智度股份,7.52,7.54,7.08,4,7.28,8.3,文化传媒
222,000678,襄阳轴承,12.26,12.39,11.39,4,7.36,8.81,汽车零部件
223,000681,视觉中国,23.12,23.45,19.95,4,16.89,38.49,文化传媒
224,000691,*ST亚太,7.94,8.01,7.11,4,10.89,7.83,化学原料
225,000700,模塑科技,13.56,13.56,11.04,4,22.05,25.58,汽车零部件
226,000737,北方铜业,14.94,15.2,13.3,4,11.0,11.62,工业金属
227,000738,航发控制,21.77,21.87,19.96,4,8.47,6.36,军工装备
228,000799,酒鬼酒,43.3,44.09,41.6,4,5.15,9.02,白酒
229,000837,秦川机床,11.56,11.7,10.66,4,8.24,7.96,通用设备
230,000881,中广核技,7.94,8.04,7.62,4,3.66,4.36,化学制品
231,000948,南天信息,15.23,15.7,14.23,4,6.5,7.11,软件开发
232,000988,华工科技,133.5,134.52,114.39,4,15.49,38.89,自动化设备
233,001202,炬申股份,17.2,17.29,16.75,4,2.75,7.42,物流
234,001208,华菱线缆,19.9,19.96,18.42,4,6.93,24.94,电网设备
235,001225,和泰机电,51.76,53.13,47.8,4,6.94,27.15,专用设备
236,001226,拓山重工,49.16,49.6,45.82,4,6.09,17.91,工程机械
237,001268,联合精密,39.31,40.18,34.66,4,13.45,28.47,白色家电
238,001269,欧晶科技,22.61,22.77,20.77,4,7.51,6.21,光伏设备
239,001306,夏厦精密,72.27,72.78,67.1,4,6.59,23.61,通用设备
240,001308,康冠科技,20.65,20.74,19.78,4,3.56,1.84,光学光电子
241,001311,多利科技,31.14,31.6,28.52,4,8.16,14.99,汽车零部件
242,001314,亿道信息,55.55,56.0,48.5,4,13.37,20.59,消费电子
243,001317,三羊马,57.94,58.88,51.29,4,12.18,20.96,物流
244,001319,铭科精技,24.28,24.41,23.1,4,4.57,11.22,汽车零部件
245,001330,博纳影业,8.89,9.1,7.86,4,11.96,48.43,影视院线
246,001337,四川黄金,58.35,59.5,47.45,4,23.47,20.27,贵金属
247,001388,信通电子,37.87,38.16,36.3,4,4.01,14.33,电网设备
248,001696,宗申动力,17.78,17.84,17.14,4,3.55,8.99,通用设备
249,002009,天奇股份,24.51,24.58,22.31,4,8.74,22.63,专用设备
250,002017,东信和平,19.92,19.97,18.55,4,6.35,8.6,通信设备
251,002021,中捷资源,3.28,3.38,2.94,4,10.44,17.74,专用设备
252,002044,美年健康,6.2,6.28,5.14,4,19.69,29.91,医疗服务
253,002046,国机精工,56.27,57.74,49.71,4,12.32,13.46,通用设备
254,002050,三花智控,50.32,50.4,43.78,4,13.95,15.95,白色家电
255,002051,中工国际,11.68,11.68,9.88,4,17.39,19.59,建筑装饰
256,002052,同洲电子,11.23,11.78,8.9,4,19.47,25.36,其他电源设备
257,002077,大港股份,17.14,17.21,15.65,4,12.03,23.66,半导体
258,002090,金智科技,11.36,11.42,10.62,4,8.09,11.76,电网设备
259,002094,青岛金王,6.1,6.19,5.81,4,4.1,10.73,家居用品
260,002095,生意宝,16.58,16.85,15.55,4,6.21,6.85,文化传媒
261,002117,东港股份,10.43,10.47,9.9,4,4.72,6.92,包装印刷
262,002119,康强电子,22.38,22.44,20.32,4,8.06,29.1,半导体
263,002149,西部材料,73.47,74.6,56.0,4,29.81,65.57,小金属
264,002150,正泰电源,29.21,29.36,26.7,4,7.79,17.86,光伏设备
265,002151,北斗星通,44.05,44.85,38.81,4,12.09,27.13,军工电子
266,002155,湖南黄金,30.4,30.77,27.57,4,8.65,13.88,贵金属
267,002169,智光电气,13.23,13.35,12.7,4,3.85,11.97,电网设备
268,002173,创新医疗,24.37,24.76,22.6,4,6.23,18.24,医疗服务
269,002174,游族网络,10.67,10.7,9.77,4,15.35,18.23,游戏
270,002182,宝武镁业,16.52,16.62,15.09,4,6.79,10.32,小金属
271,002184,海得控制,12.05,12.1,11.0,4,8.46,13.2,自动化设备
272,002185,华天科技,13.94,14.06,12.57,4,10.2,24.67,半导体
273,002190,成飞集成,30.0,30.08,28.8,4,3.23,3.98,汽车零部件
274,002194,武汉凡谷,12.5,12.5,10.65,4,15.0,23.84,通信设备
275,002196,方正电机,14.6,14.67,13.45,4,7.83,20.28,电机
276,002197,证通电子,8.44,8.49,7.75,4,8.07,14.66,IT服务
277,002199,*ST东晶,11.45,11.59,9.6,4,17.56,17.5,元件
278,002202,金风科技,28.46,28.68,25.07,4,11.56,31.18,风电设备
279,002213,大为股份,39.96,40.88,34.88,4,11.93,82.44,半导体
280,002232,启明信息,18.18,18.28,17.01,4,5.7,4.27,IT服务
281,002246,北化股份,24.86,25.36,22.6,4,7.85,18.54,化学制品
282,002248,华东数控,13.62,14.05,12.3,4,9.22,32.67,通用设备
283,002249,大洋电机,9.6,9.64,8.82,4,7.74,10.74,电机
284,002256,兆新股份,4.8,4.81,4.46,4,6.67,38.78,电力
285,002264,新华都,8.62,8.63,8.03,4,6.68,13.3,文化传媒
286,002265,建设工业,23.14,23.27,21.95,4,5.33,3.25,军工装备
287,002266,浙富控股,5.63,5.72,4.7,4,18.28,21.18,环境治理
288,002268,电科网安,16.26,16.3,15.39,4,5.38,3.79,计算机设备
289,002291,遥望科技,6.82,6.84,6.36,4,8.6,24.44,文化传媒
290,002298,中电鑫龙,11.11,11.11,9.52,4,15.97,23.98,电网设备
291,002301,齐心集团,7.19,7.24,6.68,4,5.27,11.9,家居用品
292,002303,美盈森,3.45,3.47,3.3,4,4.23,9.31,包装印刷
293,002315,焦点科技,32.35,32.44,29.8,4,7.8,12.94,互联网电商
294,002320,海峡股份,8.53,8.62,8.26,4,2.77,3.13,港口航运
295,002334,英威腾,7.95,7.98,7.66,4,3.11,8.74,自动化设备
296,002347,泰尔股份,8.32,8.38,7.59,4,7.91,13.16,通用设备
297,002348,高乐股份,12.59,12.6,9.67,4,30.74,20.53,家居用品
298,002353,杰瑞股份,150.8,151.99,123.23,4,20.61,11.79,专用设备
299,002354,天娱数科,6.41,6.43,5.9,4,18.48,37.06,文化传媒
300,002361,神剑股份,21.6,21.7,19.62,4,7.89,117.07,塑料制品
301,002362,汉王科技,19.01,19.05,17.95,4,4.97,7.01,软件开发
302,002363,隆基机械,8.5,8.55,8.05,4,5.07,7.96,汽车零部件
303,002369,卓翼科技,7.46,7.52,7.14,4,3.18,8.46,消费电子
304,002384,东山精密,211.07,211.07,176.88,4,14.77,26.08,元件
305,002389,航天彩虹,22.4,22.44,21.2,4,5.41,9.58,军工装备
306,002400,省广集团,9.81,9.86,8.26,4,19.05,39.74,文化传媒
307,002403,爱仕达,11.39,11.59,10.43,4,7.96,11.12,小家电
308,002409,雅克科技,92.08,92.99,80.25,4,10.12,19.65,半导体
309,002413,雷科防务,13.35,13.55,12.66,4,5.7,25.82,军工电子
310,002421,达实智能,3.03,3.07,2.7,4,10.58,17.95,IT服务
311,002446,盛路通信,10.53,10.54,9.71,4,7.45,15.1,军工电子
312,002463,沪电股份,107.88,108.8,99.05,4,5.89,12.3,元件
313,002465,海格通信,16.77,16.92,15.02,4,10.55,12.16,军工电子
314,002467,二六三,7.11,7.14,6.52,4,7.4,27.49,通信服务
315,002472,双环传动,40.61,40.77,37.93,4,6.11,9.87,汽车零部件
316,002479,富春环保,5.72,5.74,5.41,4,4.57,8.38,电力
317,002484,江海股份,44.0,44.47,36.4,4,16.9,25.43,元件
318,002510,天汽模,6.83,6.91,6.59,4,3.96,7.08,汽车零部件
319,002515,金字火腿,7.56,7.7,5.96,4,22.93,41.55,食品加工制造
320,002519,银河电子,8.42,8.46,7.71,4,7.54,23.2,军工电子
321,002520,日发精机,6.14,6.34,5.43,4,17.4,31.9,通用设备
322,002527,新时达,13.52,13.55,12.41,4,8.33,7.25,自动化设备
323,002544,普天科技,26.67,26.92,24.51,4,7.41,7.53,通信服务
324,002562,兄弟科技,6.0,6.01,5.71,4,3.63,13.3,化学制品
325,002600,领益智造,14.53,14.59,13.75,4,4.08,5.98,消费电子
326,002605,姚记科技,20.92,20.97,19.1,4,9.47,10.88,游戏
327,002607,中公教育,2.67,2.68,2.51,4,8.54,11.99,教育
328,002611,东方精工,18.19,18.38,16.37,4,11.12,14.2,专用设备
329,002613,北玻股份,4.37,4.49,3.82,4,12.34,38.16,专用设备
330,002617,露笑科技,8.03,8.12,7.41,4,6.92,13.17,电力
331,002633,申科股份,20.58,21.0,18.86,4,8.83,13.94,通用设备
332,002639,雪人集团,18.3,18.47,17.35,4,4.39,22.78,通用设备
333,002640,跨境通,4.11,4.27,3.23,4,26.85,42.08,互联网电商
334,002643,万润股份,17.14,17.24,16.16,4,4.77,6.61,电子化学品
335,002645,华宏科技,26.94,27.01,21.43,4,26.48,36.07,环境治理
336,002651,利君股份,9.65,9.71,9.32,4,2.77,4.44,军工装备
337,002663,普邦股份,2.4,2.42,2.05,4,15.94,18.76,建筑装饰
338,002664,信质集团,22.39,22.39,19.5,4,14.23,9.73,汽车零部件
339,002678,珠江钢琴,6.16,6.35,5.63,4,8.83,4.86,家居用品
340,002681,奋达科技,5.44,5.48,4.94,4,7.72,9.75,消费电子
341,002716,湖南白银,12.49,12.65,10.82,4,13.44,26.48,贵金属
342,002735,王子新材,14.84,14.85,14.12,4,3.92,10.43,包装印刷
343,002747,埃斯顿,23.46,23.47,20.27,4,15.11,14.14,自动化设备
344,002757,南兴股份,27.84,27.84,21.78,4,23.95,63.11,专用设备
345,002785,万里石,53.62,54.89,43.55,4,20.71,37.11,建筑材料
346,002787,华源控股,23.03,23.47,17.71,4,23.68,55.9,包装印刷
347,002792,通宇通讯,51.45,51.75,41.9,4,21.72,51.81,通信设备
348,002795,永和智控,9.74,10.1,8.8,4,11.95,41.59,通用设备
349,002801,微光股份,33.14,33.22,31.15,4,8.19,9.28,电机
350,002819,东方中科,27.82,28.72,26.02,4,6.43,5.22,通用设备
351,002829,星网宇达,23.52,23.79,20.59,4,12.64,17.86,军工装备
352,002837,英维克,102.53,103.5,92.27,4,10.44,19.45,专用设备
353,002843,泰嘉股份,27.89,28.6,25.36,4,8.31,41.05,通用设备
354,002851,麦格米特,123.0,124.57,109.5,4,17.03,24.99,其他电源设备
355,002853,皮阿诺,29.52,30.49,25.66,4,13.76,10.2,家居用品
356,002860,星帅尔,13.41,13.64,12.55,4,5.92,10.78,白色家电
357,002861,瀛通通讯,16.98,17.06,15.78,4,5.79,13.29,消费电子
358,002862,实丰文化,18.97,19.15,18.3,4,2.99,11.71,家居用品
359,002865,钧达股份,87.75,90.06,70.8,4,20.42,37.3,光伏设备
360,002877,智能自控,9.2,9.28,8.85,4,3.49,12.29,通用设备
361,002881,美格智能,40.72,40.77,37.88,4,6.6,8.72,通信设备
362,002885,京泉华,36.88,36.88,29.85,4,22.65,50.65,其他电子
363,002886,沃特股份,23.82,23.93,21.26,4,9.97,18.43,塑料制品
364,002888,惠威科技,20.08,20.28,18.45,4,8.48,15.6,消费电子
365,002896,中大力德,73.2,73.48,67.41,4,7.46,10.1,通用设备
366,002910,庄园牧场,11.43,11.63,10.61,4,6.42,15.69,饮料制造
367,002919,名臣健康,24.32,25.0,22.82,4,5.74,10.47,游戏
368,002927,泰永长征,18.41,18.51,17.15,4,7.54,12.64,电网设备
369,002937,兴瑞科技,35.35,35.85,32.2,4,8.87,10.93,汽车零部件
370,002947,恒铭达,85.6,86.33,75.6,4,12.04,29.93,消费电子
371,002951,金时科技,16.69,16.69,14.58,4,12.16,4.71,其他电源设备
372,002960,青鸟智控,12.46,12.68,11.3,4,10.27,9.93,专用设备
373,002961,瑞达期货,25.73,25.83,24.33,4,5.02,6.7,多元金融
374,002976,瑞玛精密,31.11,31.18,29.01,4,6.47,16.8,汽车零部件
375,002979,雷赛智能,45.01,45.19,42.71,4,4.94,14.47,自动化设备
376,002985,北摩高科,36.54,36.61,35.07,4,4.34,9.9,军工装备
377,002995,天地在线,23.51,23.51,21.05,4,11.85,35.48,文化传媒
378,002997,瑞鹄模具,30.64,30.74,28.75,4,6.5,7.62,汽车零部件
379,003007,直真科技,50.8,53.14,43.5,4,14.67,41.92,软件开发
380,003009,中天火箭,62.42,62.5,57.36,4,7.66,10.01,军工装备
381,003021,兆威机电,100.6,100.88,92.2,4,8.46,7.75,电机
382,003028,振邦智能,28.7,28.95,26.71,4,5.98,8.95,白色家电
383,003029,吉大正元,21.43,21.57,20.51,4,4.69,5.17,软件开发
384,003030,祖名股份,22.38,22.74,21.39,4,4.82,14.1,农产品加工
657,600037,歌华有线,8.16,8.22,7.71,4,8.95,8.5,文化传媒
658,600081,东风科技,12.57,12.88,10.73,4,16.5,7.56,汽车零部件
659,600088,中视传媒,15.36,15.42,13.8,4,11.95,7.15,影视院线
660,600118,中国卫星,107.3,109.98,96.01,4,10.63,21.3,军工装备
661,600135,乐凯胶片,11.59,11.82,10.05,4,16.13,23.1,塑料制品
662,600143,金发科技,17.73,17.92,16.5,4,6.74,8.26,塑料制品
663,600158,中体产业,13.27,13.57,10.06,4,30.1,49.6,其他社会服务
664,600172,黄河旋风,8.84,8.99,7.91,4,10.64,34.41,通用设备
665,600192,长城电工,8.59,8.6,8.08,4,5.79,6.18,电网设备
666,600201,生物股份,14.87,15.09,13.6,4,9.5,10.07,养殖业
667,600206,有研新材,29.33,29.84,26.19,4,10.14,42.59,半导体
668,600208,衢州发展,5.1,5.12,4.07,4,24.09,16.23,房地产
669,600232,金鹰股份,8.7,8.83,8.41,4,2.59,9.47,纺织制造
670,600246,万通发展,12.26,12.5,10.07,4,19.96,33.28,房地产
671,600255,鑫科材料,3.73,3.78,3.59,4,3.61,9.84,金属新材料
672,600301,华锡有色,59.82,60.3,48.6,4,21.63,26.76,小金属
673,600326,西藏天路,9.48,9.5,9.06,4,4.64,8.27,建筑材料
674,600336,澳柯玛,7.78,7.9,7.11,4,9.12,6.82,白色家电
675,600343,航天动力,34.98,35.53,32.41,4,6.52,20.88,通用设备
676,600356,恒丰纸业,10.09,10.15,9.31,4,6.89,18.08,造纸
677,600360,*ST华微,11.0,11.02,9.71,4,12.82,8.48,半导体
678,600376,首开股份,4.69,4.76,4.21,4,9.58,8.02,房地产
679,600391,航发科技,38.7,39.2,34.9,4,10.19,15.12,军工装备
680,600455,博通股份,29.04,29.46,26.56,4,12.65,32.88,教育
681,600458,时代新材,12.3,12.48,11.57,4,5.58,6.1,风电设备
682,600483,福能股份,10.12,10.37,9.72,4,3.79,3.68,电力
683,600509,天富能源,8.52,8.62,7.85,4,7.85,9.34,电力
684,600516,方大炭素,5.75,5.89,5.34,4,7.08,7.85,钢铁
685,600527,江南高纤,3.26,3.5,2.75,4,18.55,51.17,化学纤维
686,600536,中国软件,39.5,39.58,36.5,4,7.89,7.92,IT服务
687,600552,凯盛科技,16.58,17.0,15.18,4,8.08,26.42,光学光电子
688,600563,法拉电子,124.13,125.6,112.78,4,8.42,12.28,元件
689,600577,精达股份,13.57,13.65,12.16,4,11.05,10.13,电网设备
690,600580,卧龙电驱,39.53,39.76,36.48,4,8.02,8.77,电机
691,600589,大位科技,11.37,11.4,9.42,4,17.58,48.43,IT服务
692,600592,龙溪股份,19.9,20.1,18.45,4,7.28,7.44,通用设备
693,600610,中毅达,10.34,10.34,9.11,4,12.03,18.59,化学原料
694,600658,电子城,5.18,5.22,4.88,4,6.15,5.56,房地产
695,600661,昂立教育,10.26,10.37,9.97,4,2.81,7.34,教育
696,600683,京投发展,15.66,15.9,13.22,4,16.52,19.66,房地产
697,600698,湖南天雁,7.42,7.44,7.17,4,2.49,4.42,汽车零部件
698,600730,*ST高科,9.89,9.89,8.08,4,21.65,3.91,教育
699,600743,华远控股,2.6,2.6,2.3,4,12.55,18.53,零售
700,600756,浪潮软件,16.88,16.91,16.0,4,4.84,11.38,IT服务
701,600765,中航重机,16.12,16.3,15.47,4,3.8,4.65,军工装备
702,600775,南京熊猫,13.27,13.29,12.1,4,8.86,13.3,通信设备
703,600816,建元信托,3.02,3.08,2.73,4,14.83,16.24,多元金融
704,600825,新华传媒,5.93,5.94,5.69,4,3.85,3.07,文化传媒
705,600835,上海机电,24.99,25.16,23.24,4,6.25,5.01,专用设备
706,600847,万里股份,14.94,15.05,14.15,4,3.89,10.73,电池
707,600862,中航高科,20.52,20.7,19.56,4,4.22,5.78,军工装备
708,600865,百大集团,11.58,11.77,11.16,4,3.3,11.62,零售
709,600868,梅雁吉祥,3.6,3.62,3.27,4,8.76,14.2,电力
710,600879,航天电子,25.31,25.5,22.44,4,13.29,19.23,军工装备
711,600916,中国黄金,9.11,9.2,8.63,4,4.95,7.26,服装家纺
712,600933,爱柯迪,17.57,17.63,15.92,4,8.59,10.23,汽车零部件
713,600936,北投科技,4.7,4.7,3.96,4,18.09,10.81,IT服务
714,600980,北矿科技,23.86,23.95,21.79,4,9.1,8.69,专用设备
715,601019,山东出版,7.56,7.59,7.4,4,2.02,2.58,文化传媒
716,601069,西部黄金,34.18,34.67,30.6,4,9.48,10.07,贵金属
717,601111,中国国航,7.02,7.11,6.62,4,5.41,3.1,机场航运
718,601118,海南橡胶,7.56,7.73,6.66,4,10.2,6.6,种植业与林业
719,601208,东材科技,45.16,45.16,35.59,4,26.89,40.45,塑料制品
720,601360,三六零,11.71,11.75,10.8,4,7.63,6.78,软件开发
721,601606,长城军工,38.79,39.5,36.68,4,5.15,6.39,军工装备
722,601611,中国核建,13.84,14.07,12.81,4,6.96,5.84,建筑装饰
723,601689,拓普集团,64.47,64.64,56.02,4,13.76,9.31,汽车零部件
724,601877,正泰电器,33.15,33.32,31.47,4,4.34,5.61,电网设备
725,601882,海天精工,22.31,22.57,18.78,4,19.84,7.3,通用设备
726,601929,吉视传媒,3.04,3.06,2.83,4,6.67,10.39,文化传媒
727,603013,亚普股份,21.03,21.26,19.47,4,15.49,8.38,汽车零部件
728,603017,中衡设计,16.18,16.28,13.86,4,16.4,54.07,建筑装饰
