股票代码,股票名称,变动日期,变动人,变动股数,成交均价,变动后持股数,与董监高关系,董监高职务
SZ002645,华宏科技,2026-02-12,胡品龙,-204500,16.62,7657100.0,本人,董事、高管
SZ002557,洽洽食品,2026-02-12,宋玉环,3000,23.24,8000.0,,
SZ002489,浙江永强,2026-02-12,谢建强,-200000,3.73,97363100.0,本人,董事、高管
SZ002402,和而泰,2026-02-12,刘建伟,-345600,36.26,138374300.0,本人,董事、高管
SZ001209,洪兴股份,2026-02-12,程胜祥,-20000,24.39,169300.0,本人,高管
SZ001209,洪兴股份,2026-02-12,柯国民,-118000,24.46,16928400.0,本人,董事
SZ001209,洪兴股份,2026-02-12,周德茂,-222800,24.32,21085200.0,本人,董事、高管
SZ001209,洪兴股份,2026-02-12,刘根祥,-21900,24.5,105800.0,本人,董秘、高管
SH605222,起帆电缆,2026-02-12,周供华,-150000,21.03,78621200.0,本人,董事、高级管理人员
SH605006,山东玻纤,2026-02-12,郭照恒,-1000,10.18,797000.0,,
SH603612,索通发展,2026-02-12,黄河,-10000,32.66,203700.0,本人,高级管理人员
SH603612,索通发展,2026-02-12,袁钢,-6200,32.03,187700.0,本人,高级管理人员
SH603300,海南华铁,2026-02-12,胡丹锋,1636000,7.35,185002028.0,本人,董事、高级管理人员
SH603098,森特股份,2026-02-12,刘爱森,220000,14.95,137850105.0,本人,董事
SH601872,招商轮船,2026-02-12,孔康,-54600,12.33,553800.0,本人,高级管理人员
SH600718,东软集团,2026-02-12,李军,240000,7.95,1020908.0,本人,董事
SZ003008,开普检测,2026-02-11,李亚萍,-90000,24.48,10067600.0,本人,董事、高管
SZ002942,新农股份,2026-02-11,王湛钦,-15000,21.84,2517000.0,本人,董事、高管
SZ002877,智能自控,2026-02-11,仲佩亚,-800,9.6,1559000.0,本人,高管
SZ002645,华宏科技,2026-02-11,胡品龙,-295500,16.64,7861600.0,本人,董事、高管
SZ002620,ST瑞和,2026-02-11,周强,-17500,6.38,157500.0,本人,高管
SZ002519,银河电子,2026-02-11,徐敏,-20000,10.01,573300.0,本人,高管
SZ002489,浙江永强,2026-02-11,谢建强,-50000,3.78,97563100.0,本人,董事、高管
SZ002455,百川股份,2026-02-11,郑江,-200000,14.83,12099800.0,本人,董事、高管
SZ002407,多氟多,2026-02-11,李凌云,-88000,30.19,7506400.0,本人,董事
SZ002402,和而泰,2026-02-11,刘建伟,-42200,36.3,138719900.0,本人,董事、高管
SZ002167,东方锆业,2026-02-11,甘学贤,-20000,13.29,1140000.0,本人,董事、高管
SZ002126,银轮股份,2026-02-11,陈君奕,-9000,45.96,142000.0,本人,高管
SZ002126,银轮股份,2026-02-11,刘浩,-30000,46.38,921000.0,本人,高管
SH605298,必得科技,2026-02-11,张雪坚,-10000,43.77,165500.0,本人,董事、高级管理人员
SH605222,起帆电缆,2026-02-11,周供华,-524000,18.83,78771200.0,本人,董事、高级管理人员
SH605006,山东玻纤,2026-02-11,郭照恒,-2000,9.27,798000.0,,
SH603893,瑞芯微,2026-02-11,励民,-175000,0.0,157504892.0,本人,董事、高级管理人员
SH603648,畅联股份,2026-02-11,徐峰,-50000,10.81,3820362.0,本人,董事、高级管理人员
SH603629,利通电子,2026-02-11,邵秋萍,-100000,46.74,17545180.0,本人,董事
SH603612,索通发展,2026-02-11,黄河,-20000,30.86,213700.0,本人,高级管理人员
SH603612,索通发展,2026-02-11,袁钢,-600,31.0,193900.0,本人,高级管理人员
SH603612,索通发展,2026-02-11,刘瑞,-63000,30.71,192700.0,本人,董事
SH603098,森特股份,2026-02-11,刘爱森,181949,15.06,137630105.0,本人,董事
SH601969,海南矿业,2026-02-11,董树星,85250,6.39,634250.0,本人,高级管理人员
SH601969,海南矿业,2026-02-11,滕磊,146140,6.39,1238140.0,本人,董事、高级管理人员
SH601969,海南矿业,2026-02-11,朱彤,60890,6.39,790890.0,本人,高级管理人员
SH601969,海南矿业,2026-02-11,房文艳,30445,6.39,580445.0,本人,高级管理人员
SH601969,海南矿业,2026-02-11,宋永亮,60890,6.39,600890.0,本人,高级管理人员
SH601969,海南矿业,2026-02-11,吴旭春,73070,6.39,870670.0,本人,高级管理人员
SH601969,海南矿业,2026-02-11,刘明东,121790,6.39,1565390.0,本人,董事
SH601969,海南矿业,2026-02-11,何婧,85250,6.39,812850.0,本人,高级管理人员
SH601678,滨化股份,2026-02-11,蔡颖辉,-30000,5.6,1170000.0,本人,高级管理人员
SH600400,红豆股份,2026-02-11,周海江,-1700000,2.41,43742991.0,本人,董事
SZ002624,完美世界,2026-02-10,孙子强,-44300,22.38,132900.0,本人,独立董事
SZ002562,兄弟科技,2026-02-10,钱志达,-1637300,6.89,212728700.0,本人,董事
SZ002519,银河电子,2026-02-10,徐敏,-25000,10.12,593300.0,本人,高管
SZ002126,银轮股份,2026-02-10,刘浩,-70000,46.39,951000.0,本人,高管
SZ002009,天奇股份,2026-02-10,沈保卫,-24300,35.0,386200.0,本人,董事
SH605222,起帆电缆,2026-02-10,周供华,-520000,19.12,79295200.0,本人,董事、高级管理人员
SH603648,畅联股份,2026-02-10,徐峰,-50000,10.78,3870362.0,本人,董事、高级管理人员
SH603098,森特股份,2026-02-10,刘爱森,213100,15.17,137448156.0,本人,董事
SH601872,招商轮船,2026-02-10,胡斌,-53600,12.38,160960.0,本人,高级管理人员
SZ003026,中晶科技,2026-02-09,郭兵健,-54800,34.24,2564400.0,本人,董事、高管
SZ003008,开普检测,2026-02-09,李亚萍,-70000,24.3,10157600.0,本人,董事、高管
SZ002942,新农股份,2026-02-09,王湛钦,-4000,21.53,2532000.0,本人,董事、高管
SZ002925,盈趣科技,2026-02-09,林先锋,-50000,21.13,687700.0,本人,董事、高管
SZ002877,智能自控,2026-02-09,仲佩亚,-76200,9.62,1559800.0,本人,高管
SZ002785,万里石,2026-02-09,邹鹏,-42500,47.07,11331300.0,本人,董事、高管
SZ002600,领益智造,2026-02-09,曾芳勤,-36000000,14.13,108536800.0,本人,董事、高管
SZ002519,银河电子,2026-02-09,徐敏,-50000,9.8,618300.0,本人,高管
SZ002519,银河电子,2026-02-09,吴建明,-587300,9.63,2061900.0,本人,董事、高管
SZ002455,百川股份,2026-02-09,郑江,-200000,12.25,12299800.0,本人,董事、高管
SZ002407,多氟多,2026-02-09,李凌云,-14000,29.73,7594400.0,本人,董事
SZ002151,北斗星通,2026-02-09,黄磊,-12600,44.91,37800.0,本人,高管
SZ002151,北斗星通,2026-02-09,李阳,-17500,44.86,52700.0,本人,高管
SZ002151,北斗星通,2026-02-09,姚文杰,-15000,44.9,45000.0,本人,高管
SZ002144,宏达高科,2026-02-09,顾伟锋,-40000,15.6,650000.0,本人,董事、高管
SZ000989,九芝堂,2026-02-09,李振国,-8620000,9.0,153278300.0,本人,董事、高管
SZ000811,冰轮环境,2026-02-09,葛运江,-10000,17.52,185000.0,本人,高管
SH605388,均瑶健康,2026-02-09,郭沁,-82500,7.06,249179.0,本人,高级管理人员
SH603648,畅联股份,2026-02-09,徐峰,-50000,10.78,3920362.0,本人,董事、高级管理人员
SH603629,利通电子,2026-02-09,邵秋萍,-1290800,42.79,17645180.0,本人,董事
SH603225,新凤鸣,2026-02-09,许纪忠,-40000,20.93,10835979.0,本人,高级管理人员
SZ003008,开普检测,2026-02-06,李亚萍,-90100,24.18,10227600.0,本人,董事、高管
SZ002624,完美世界,2026-02-06,池宇峰,-853700,18.32,116143100.0,本人,董事
SZ002519,银河电子,2026-02-06,吴刚,-11100,9.02,423400.0,本人,董事、高管
SZ002455,百川股份,2026-02-06,郑江,-500000,10.43,12499800.0,本人,董事、高管
SZ002407,多氟多,2026-02-06,李凌云,-291000,29.25,7608400.0,本人,董事
SZ002167,东方锆业,2026-02-06,甘学贤,-20000,12.87,1160000.0,本人,董事、高管
SZ002126,银轮股份,2026-02-06,陈君奕,-24000,44.17,151000.0,本人,高管
SZ000403,派林生物,2026-02-06,郭麾,6500,13.74,38000.0,,
SH605298,必得科技,2026-02-06,夏帮华,-6700,41.8,85400.0,本人,董事
SH603098,森特股份,2026-02-06,刘爱森,50000,15.55,137235056.0,本人,董事
SH600250,南京商旅,2026-02-06,马焕栋,122100,4.85,122100.0,本人,高级管理人员
SH600250,南京商旅,2026-02-06,袁一骏,99000,4.85,99000.0,本人,高级管理人员
SH600250,南京商旅,2026-02-06,沈颖,151800,4.85,151800.0,本人,董事、高级管理人员
SH600250,南京商旅,2026-02-06,张金源,122100,4.85,122100.0,本人,董事、高级管理人员
SZ003026,中晶科技,2026-02-05,郭兵健,-25700,34.19,2619200.0,本人,董事、高管
SZ003008,开普检测,2026-02-05,李亚萍,-30000,24.16,10317700.0,本人,董事、高管
SZ002910,庄园牧场,2026-02-05,马红富,-553000,11.34,26390500.0,本人,董事
SZ002809,红墙股份,2026-02-05,刘连军,-2116100,14.21,90696200.0,本人,董事、高管
SZ002791,坚朗五金,2026-02-05,白宝萍,-100700,26.51,22696600.0,本人,董事
SZ002624,完美世界,2026-02-05,池宇峰,-393300,17.93,116996800.0,本人,董事
SZ002519,银河电子,2026-02-05,吴建明,-100000,8.12,2649200.0,本人,董事、高管
SZ002519,银河电子,2026-02-05,吴刚,-130000,8.11,434500.0,本人,董事、高管
SZ002455,百川股份,2026-02-05,郑江,-287600,10.78,12999800.0,本人,董事、高管
SZ000404,长虹华意,2026-02-05,肖文艺,55000,7.1,400600.0,本人,董事、高管
SZ000404,长虹华意,2026-02-05,姚辉军,43400,7.1,265500.0,本人,高管
SH605299,舒华体育,2026-02-05,张维建,-787500,12.19,14713467.0,本人,董事
SH603992,松霖科技,2026-02-05,魏凌,-240000,7.81,961000.0,本人,董事、高级管理人员
SH603992,松霖科技,2026-02-05,陈斌,-600000,7.81,1600000.0,本人,董事
SH603992,松霖科技,2026-02-05,曹斌,-240000,7.81,160000.0,本人,董事
SH603992,松霖科技,2026-02-05,吴朝华,-90000,7.81,60000.0,本人,董事
SH600814,杭州解百,2026-02-05,姚兰,-20000,9.54,149700.0,本人,董事
SH600188,兖矿能源,2026-02-05,张传昌,-38000,15.6,224000.0,,
SZ003008,开普检测,2026-02-04,李亚萍,-52200,24.19,10347700.0,本人,董事、高管
SZ002910,庄园牧场,2026-02-04,马红富,-920000,11.22,26943500.0,本人,董事
SZ002877,智能自控,2026-02-04,吴畏,-39000,9.47,17792100.0,本人,董事
SZ002846,英联股份,2026-02-04,翁伟武,-1621400,15.64,159258100.0,本人,董事
SZ002791,坚朗五金,2026-02-04,白宝萍,-500000,25.25,22797300.0,本人,董事
SZ002455,百川股份,2026-02-04,郑江,-2210800,10.43,13287400.0,本人,董事、高管
SZ001277,速达股份,2026-02-04,谢立智,-20000,41.24,387500.0,本人,董秘、高管
SH605338,巴比食品,2026-02-04,李俊,10000,28.6,102700.0,本人,董事、高级管理人员
SH605298,必得科技,2026-02-04,夏帮华,-5400,41.0,92100.0,本人,董事
SH605006,山东玻纤,2026-02-04,郭照恒,-3920,8.68,800000.0,,
SH603421,鼎信通讯,2026-02-04,范建华,-200,7.88,19282129.0,本人,董事
SH603175,超颖电子,2026-02-04,黄铭宏,6800,68.6,6800.0,本人,董事
SH603151,邦基科技,2026-02-04,罗晓,10000,12.45,30000.0,本人,高级管理人员
SH603098,森特股份,2026-02-04,刘爱森,50000,15.86,137185056.0,本人,董事
SH600814,杭州解百,2026-02-04,姚兰,-20000,8.91,169700.0,本人,董事
SZ003030,祖名股份,2026-02-03,蔡祖明,-78000,21.42,26302000.0,本人,董事
SZ003030,祖名股份,2026-02-03,蔡祖明,-1105000,19.2,26302000.0,本人,董事
SZ002942,新农股份,2026-02-03,张坚荣,-113000,21.16,1843700.0,本人,董事、高管
SZ002910,庄园牧场,2026-02-03,马红富,-1010000,11.13,27863500.0,本人,董事
SZ002877,智能自控,2026-02-03,吴畏,-23400,9.32,17831100.0,本人,董事
SZ002785,万里石,2026-02-03,邹鹏,-280000,38.15,11373800.0,本人,董事、高管
SZ002785,万里石,2026-02-03,邹鹏,-202400,43.32,11373800.0,本人,董事、高管
SZ002624,完美世界,2026-02-03,池宇峰,-860000,18.55,117390100.0,本人,董事
SZ002624,完美世界,2026-02-03,池宇峰,-1579700,18.46,117390100.0,本人,董事
SZ002167,东方锆业,2026-02-03,甘学贤,-30000,13.0,1180000.0,本人,董事、高管
SZ002126,银轮股份,2026-02-03,吴勇玮,200,36.04,200.0,本人,高管
SZ000426,兴业银锡,2026-02-03,孙凯,40000,49.83,240000.0,本人,董秘、董事、高管
SZ000036,华联控股,2026-02-03,苏秦,-10000,5.96,590000.0,本人,高管
SH605222,起帆电缆,2026-02-03,周供华,-447000,18.51,79815200.0,本人,董事、高级管理人员
SH603098,森特股份,2026-02-03,刘爱森,25000,15.49,137135056.0,本人,董事
SH601686,友发集团,2026-02-03,郭锐,59472,4.47,290232.0,本人,高级管理人员
SZ003030,祖名股份,2026-02-02,蔡祖明,-80000,21.56,27485000.0,本人,董事
SZ002973,侨银股份,2026-02-02,郭倍华,-890000,12.76,111535000.0,本人,董事
SZ002942,新农股份,2026-02-02,张坚荣,-37000,21.5,1956700.0,本人,董事、高管
SZ002923,润都股份,2026-02-02,由春燕,-17000,15.72,359500.0,本人,董事、高管
SZ002910,庄园牧场,2026-02-02,马红富,-457500,10.93,28873500.0,本人,董事
SZ002785,万里石,2026-02-02,邹鹏,-50000,42.3,11856200.0,本人,董事、高管
SZ002407,多氟多,2026-02-02,李凌云,-248200,29.29,7899400.0,本人,董事
SZ000036,华联控股,2026-02-02,苏秦,-10000,5.9,600000.0,本人,高管
SH605168,三人行,2026-02-02,钱俊冬,-6410892,26.76,19232676.0,本人,董事、高级管理人员
SH605168,三人行,2026-02-02,崔蕾,-2541682,26.76,7625047.0,本人,董事
SH603848,好太太,2026-02-02,肖娟,-127500,19.55,382500.0,本人,高级管理人员
SH603836,海程邦达,2026-02-02,王希平,-500,14.37,5952100.0,本人,董事
SH603098,森特股份,2026-02-02,刘爱森,130000,15.57,137110056.0,本人,董事
SH600629,华建集团,2026-02-02,过震文,-14600,19.23,531127.0,本人,高级管理人员
SH600629,华建集团,2026-02-02,疏正宏,-20000,19.25,569280.0,本人,高级管理人员
SZ002992,宝明科技,2026-01-30,赵之光,-29500,54.0,88500.0,本人,董事、高管
SZ002973,侨银股份,2026-01-30,郭倍华,-790000,12.7,112425000.0,本人,董事
SZ002942,新农股份,2026-01-30,王湛钦,-8000,22.16,2536000.0,本人,董事、高管
SZ002942,新农股份,2026-01-30,张坚荣,-122000,21.94,1993700.0,本人,董事、高管
SZ002923,润都股份,2026-01-30,由春燕,-10000,14.5,376500.0,本人,董事、高管
SZ002791,坚朗五金,2026-01-30,白宝萍,-460000,24.16,23297300.0,本人,董事
SZ002407,多氟多,2026-01-30,李凌云,-260000,28.7,8147600.0,本人,董事
SZ002009,天奇股份,2026-01-30,沈保卫,-24300,28.3,410600.0,本人,董事
SZ000596,古井贡酒,2026-01-30,穆华,1000,132.6,1000.0,,
SZ000510,新金路,2026-01-30,成景豪,-30000,17.31,129400.0,本人,董事、高管
SH605299,舒华体育,2026-01-30,张维建,-1258600,11.25,15500967.0,本人,董事
SH603848,好太太,2026-01-30,周亮,-47100,19.3,141330.0,本人,董事
SH603836,海程邦达,2026-01-30,王希平,-470000,14.23,5952600.0,本人,董事
SH603117,万林物流,2026-01-30,郝剑斌,5183900,4.35,16403440.0,本人,董事、高级管理人员
SH603098,森特股份,2026-01-30,刘爱森,51900,15.45,136980056.0,本人,董事
SH600733,北汽蓝谷,2026-01-30,庞新福,33400,8.06,87500.0,本人,高级管理人员
SZ002973,侨银股份,2026-01-29,郭倍华,-360000,12.54,113215000.0,本人,董事
SZ002942,新农股份,2026-01-29,张坚荣,-10000,21.88,2115700.0,本人,董事、高管
SZ002877,智能自控,2026-01-29,吴畏,-16600,9.45,17854500.0,本人,董事
SZ002833,弘亚数控,2026-01-29,李茂洪,241800,18.18,165706000.0,本人,董事、高管
SZ002803,吉宏股份,2026-01-29,庄浩,-640000,17.73,66503000.0,本人,董事、高管
SZ002407,多氟多,2026-01-29,李凌云,-125000,28.84,8407600.0,本人,董事
SZ002115,三维通信,2026-01-29,李越伦,-650000,15.83,77612700.0,本人,董事、高管
SZ002017,东信和平,2026-01-29,陈宗潮,-1000,24.3,148700.0,本人,董秘、董事、高管
SZ001376,百通能源,2026-01-29,刘木良,-10000,24.52,975000.0,本人,高管
SZ000510,新金路,2026-01-29,成景豪,-13100,17.0,159400.0,本人,董事、高管
SZ000510,新金路,2026-01-29,彭朗,-30000,17.56,348300.0,本人,董事、高管
SZ000510,新金路,2026-01-29,吴洋,-40500,16.67,121700.0,本人,董事、高管
SZ000510,新金路,2026-01-29,刘祥彬,-72200,17.69,216700.0,本人,董事、高管
SH603629,利通电子,2026-01-29,许立群,-50000,35.5,350000.0,本人,高级管理人员
SH603151,邦基科技,2026-01-29,罗晓,20000,12.45,20000.0,本人,高级管理人员
SH603117,万林物流,2026-01-29,郝剑斌,6800000,4.35,11219540.0,本人,董事、高级管理人员
SH603098,森特股份,2026-01-29,刘爱森,120000,15.5,136928156.0,本人,董事
SH600733,北汽蓝谷,2026-01-29,陈青波,3000,8.1,72400.0,,
SH600733,北汽蓝谷,2026-01-29,庞新福,34100,8.07,54100.0,本人,高级管理人员
SH600733,北汽蓝谷,2026-01-29,孙佳,61800,8.2,61800.0,本人,高级管理人员
SH600733,北汽蓝谷,2026-01-29,刘观桥,122000,8.2,122000.0,本人,董事
SZ002942,新农股份,2026-01-28,张坚荣,-52000,21.64,2125700.0,本人,董事、高管
SZ002833,弘亚数控,2026-01-28,李茂洪,108000,18.2,165464200.0,本人,董事、高管
SZ002407,多氟多,2026-01-28,李凌云,-180300,29.27,8532600.0,本人,董事
SZ002043,兔宝宝,2026-01-28,徐俊,-30000,15.71,2283000.0,本人,董事、高管
SH605006,山东玻纤,2026-01-28,郭照恒,-10000,8.05,803920.0,,
SH603648,畅联股份,2026-01-28,陈文晔,-50000,10.86,1200230.0,本人,董事、高级管理人员
SH603258,电魂网络,2026-01-28,余晓亮,-110000,18.7,12084813.0,本人,董事
SH603196,璞源材料,2026-01-28,梁丰,12000000,7.79,71000000.0,本人,董事
SH603098,森特股份,2026-01-28,刘爱森,70000,15.66,136808156.0,本人,董事
SH600919,江苏银行,2026-01-28,袁军,10000,9.81,69600.0,本人,董事、高级管理人员
SH600733,北汽蓝谷,2026-01-28,陈青波,69400,8.26,69400.0,,
SH600733,北汽蓝谷,2026-01-28,张国富,121000,8.35,121000.0,本人,董事
SZ002803,吉宏股份,2026-01-27,庄浩,-1060000,17.73,67143000.0,本人,董事、高管
SZ002239,奥特佳,2026-01-27,朱光,30400,3.31,830400.0,本人,高管
SZ002043,兔宝宝,2026-01-27,徐俊,-248000,15.37,2313000.0,本人,董事、高管
SZ001277,速达股份,2026-01-27,谢立智,-3900,47.1,407500.0,本人,董秘、高管
SZ001268,联合精密,2026-01-27,何俊桦,-182300,31.94,21897600.0,本人,董事、高管
SH603648,畅联股份,2026-01-27,陈文晔,-33000,10.8,1250230.0,本人,董事、高级管理人员
SH603135,中重科技,2026-01-27,高坤,76000,4.86,76000.0,本人,董事、高级管理人员
SH603135,中重科技,2026-01-27,霍利锋,61800,4.86,61800.0,本人,高级管理人员
SH603135,中重科技,2026-01-27,陈延亮,182300,4.86,182300.0,,核心技术人员
SH603135,中重科技,2026-01-27,陈孟华,61800,4.86,61800.0,本人,高级管理人员
SH603135,中重科技,2026-01-27,王磊,140300,4.86,140300.0,,核心技术人员
SH603135,中重科技,2026-01-27,王喜东,140300,4.86,140300.0,,核心技术人员
SH603135,中重科技,2026-01-27,杜晓舟,76000,4.86,76000.0,本人,高级管理人员
SH603135,中重科技,2026-01-27,宋玉侠,61800,4.86,61800.0,本人,高级管理人员
SH603135,中重科技,2026-01-27,安铁锁,61800,4.86,61800.0,本人,董事、高级管理人员
SH603135,中重科技,2026-01-27,孙国强,70200,4.86,70200.0,,
SH603135,中重科技,2026-01-27,于洪波,168300,4.86,168300.0,,
SH603135,中重科技,2026-01-27,严慧,47500,4.86,47500.0,本人,高级管理人员
SH603098,森特股份,2026-01-27,刘爱森,100000,15.5,136738156.0,本人,董事
SH601598,中国外运,2026-01-27,王笃鹏,-30000,5.85,289334.0,本人,高级管理人员
SH600733,北汽蓝谷,2026-01-27,高建军,59300,8.45,59300.0,本人,高级管理人员
SH600733,北汽蓝谷,2026-01-27,马磊,120100,8.33,120100.0,本人,高级管理人员
SH600733,北汽蓝谷,2026-01-27,宋军,61500,8.29,61500.0,本人,董事
SH600733,北汽蓝谷,2026-01-27,乔元华,180200,8.32,180200.0,本人,高级管理人员
SZ003008,开普检测,2026-01-26,李亚萍,-56800,23.8,10399900.0,本人,董事、高管
SZ002942,新农股份,2026-01-26,王湛钦,-5000,21.86,2544000.0,本人,董事、高管
SZ002846,英联股份,2026-01-26,翁伟武,-100300,18.12,160879500.0,本人,董事
SZ002043,兔宝宝,2026-01-26,徐俊,-124900,15.08,2561000.0,本人,董事、高管
SZ001376,百通能源,2026-01-26,刘木良,-130000,22.17,985000.0,本人,高管
SZ001268,联合精密,2026-01-26,何俊桦,-811500,32.3,22079900.0,本人,董事、高管
SH603836,海程邦达,2026-01-26,王希平,-58000,14.79,6422600.0,本人,董事
SH603161,科华控股,2026-01-26,陈洪民,-7300685,18.93,21902056.0,本人,董事
SH603161,科华控股,2026-01-26,陈小科,-1050220,18.93,3150662.0,本人,董事
SH601598,中国外运,2026-01-26,王笃鹏,-30000,5.72,319334.0,本人,高级管理人员
SH601226,华电科工,2026-01-26,白建明,-5900,10.6,38800.0,,
SH600919,江苏银行,2026-01-26,陆松圣,10000,9.85,20800.0,本人,董事、高级管理人员
SZ003030,祖名股份,2026-01-23,蔡祖明,-322000,19.74,27565000.0,本人,董事
SZ003030,祖名股份,2026-01-23,蔡祖明,-113100,21.66,27565000.0,本人,董事
SZ003008,开普检测,2026-01-23,李亚萍,-85100,24.03,10456700.0,本人,董事、高管
SZ002942,新农股份,2026-01-23,张坚荣,-16000,21.72,2177700.0,本人,董事、高管
SZ002846,英联股份,2026-01-23,翁伟武,-1100000,17.96,160979800.0,本人,董事
SZ002803,吉宏股份,2026-01-23,庄澍,-1340000,18.0,33331000.0,本人,董事、高管
SZ002791,坚朗五金,2026-01-23,白宝萍,-117000,23.05,23757300.0,本人,董事
SZ002624,完美世界,2026-01-23,池宇峰,-1820000,17.87,119829800.0,本人,董事
SZ002365,永安药业,2026-01-23,王志华,-4100,16.13,277100.0,本人,高管
SZ002365,永安药业,2026-01-23,洪仁贵,-10000,16.11,165000.0,本人,董事、高管
SZ002043,兔宝宝,2026-01-23,徐俊,-80400,14.97,2685900.0,本人,董事、高管
SZ001376,百通能源,2026-01-23,刘木良,-150000,21.31,1115000.0,本人,高管
SH605222,起帆电缆,2026-01-23,周供华,-522000,19.14,80262200.0,本人,董事、高级管理人员
SH605006,山东玻纤,2026-01-23,郭照恒,-20000,8.01,813920.0,,
SH603986,兆易创新,2026-01-23,胡洪,-106400,299.65,319445.0,本人,董事、高级管理人员
SH603986,兆易创新,2026-01-23,李宝魁,-30600,300.53,92073.0,本人,高级管理人员
SH603986,兆易创新,2026-01-23,孙桂静,-48200,299.67,144940.0,本人,高级管理人员
SH603986,兆易创新,2026-01-23,何卫,-59300,299.61,195907.0,本人,董事、高级管理人员
SH603648,畅联股份,2026-01-23,徐峰,-50000,10.94,3970362.0,本人,董事、高级管理人员
SH603225,新凤鸣,2026-01-23,许纪忠,-60000,22.3,10875979.0,本人,高级管理人员
SH603225,新凤鸣,2026-01-23,杨剑飞,-60000,22.31,10779022.0,本人,董事
SH603131,上海沪工,2026-01-23,丁号学,4000,27.27,4000.0,,
SH603098,森特股份,2026-01-23,刘爱森,60200,15.24,136638156.0,本人,董事
SH601598,中国外运,2026-01-23,王笃鹏,-10500,5.86,349334.0,本人,高级管理人员
SH601598,中国外运,2026-01-23,李世础,-66100,5.84,288334.0,本人,高级管理人员
SZ003030,祖名股份,2026-01-22,蔡祖明,-149900,21.74,28000100.0,本人,董事
SZ003030,祖名股份,2026-01-22,蔡祖明,-1068500,19.63,28000100.0,本人,董事
SZ003008,开普检测,2026-01-22,李亚萍,-105200,24.16,10541800.0,本人,董事、高管
SZ002942,新农股份,2026-01-22,王湛钦,-5000,21.7,2549000.0,本人,董事、高管
SZ002942,新农股份,2026-01-22,张坚荣,-50000,21.6,2193700.0,本人,董事、高管
SZ002923,润都股份,2026-01-22,由春燕,-1100,13.72,386500.0,本人,董事、高管
SZ002846,英联股份,2026-01-22,翁伟武,-1361500,17.28,162079800.0,本人,董事
SZ002803,吉宏股份,2026-01-22,庄浩,-1420000,17.56,68203000.0,本人,董事、高管
SZ002645,华宏科技,2026-01-22,胡品龙,-500000,16.48,8157100.0,本人,董事、高管
SZ002624,完美世界,2026-01-22,池宇峰,-1070000,17.87,121649800.0,本人,董事
SZ002620,ST瑞和,2026-01-22,周强,-35000,6.36,175000.0,本人,高管
SZ002043,兔宝宝,2026-01-22,徐俊,-257000,14.68,2766300.0,本人,董事、高管
SH603296,华勤技术,2026-01-22,王志刚,5000,89.8,53000.0,本人,高级管理人员
SH603225,新凤鸣,2026-01-22,许纪忠,-20000,22.0,10935979.0,本人,高级管理人员
SH603225,新凤鸣,2026-01-22,杨剑飞,-80000,22.08,10839022.0,本人,董事
SH603098,森特股份,2026-01-22,刘爱森,80000,14.86,136577956.0,本人,董事
SH601717,中创智领,2026-01-22,张海斌,-45000,25.95,751200.0,本人,高级管理人员
SH601127,赛力斯,2026-01-22,周昌玲,-1000,115.18,0.0,本人,董事
SH600919,江苏银行,2026-01-22,袁军,13000,9.71,59600.0,本人,董事、高级管理人员
SZ003030,祖名股份,2026-01-21,蔡祖明,-100000,21.46,29218600.0,本人,董事
SZ003008,开普检测,2026-01-21,李亚萍,-24200,24.06,10647000.0,本人,董事、高管
SZ002975,博杰股份,2026-01-21,陈均,-19300,84.73,5947100.0,本人,董事、高管
SZ002942,新农股份,2026-01-21,张坚荣,-9500,21.54,2243700.0,本人,董事、高管
SZ002624,完美世界,2026-01-21,池宇峰,-2270000,18.14,122719800.0,本人,董事
SH603225,新凤鸣,2026-01-21,许纪忠,-20000,21.85,10955979.0,本人,高级管理人员
SH603098,森特股份,2026-01-21,刘爱森,45375,15.03,136497956.0,本人,董事
SH601717,中创智领,2026-01-21,焦承尧,-379700,25.39,3226964.0,本人,董事
SH601717,中创智领,2026-01-21,张海斌,-50000,25.75,796200.0,本人,高级管理人员
SH601598,中国外运,2026-01-21,王笃鹏,-5800,5.81,359834.0,本人,高级管理人员
SH601128,常熟银行,2026-01-21,唐志锋,28000,7.11,28000.0,本人,董事、高级管理人员
SH600919,江苏银行,2026-01-21,袁军,13300,9.86,46600.0,本人,董事、高级管理人员
SH600875,东方电气,2026-01-21,王军,-200,27.07,18800.0,本人,高级管理人员
SH600183,生益科技,2026-01-21,陈仁喜,-50000,70.0,2245450.0,本人,董事
SZ003030,祖名股份,2026-01-20,蔡祖明,-100000,21.53,29318600.0,本人,董事
SZ003026,中晶科技,2026-01-20,郭兵健,-99900,33.63,2645000.0,本人,董事、高管
SZ003008,开普检测,2026-01-20,李亚萍,-130900,23.84,10671200.0,本人,董事、高管
SZ002973,侨银股份,2026-01-20,郭倍华,-500000,13.15,113575000.0,本人,董秘、董事
SZ002942,新农股份,2026-01-20,王湛钦,-10000,21.2,2554000.0,本人,董事、高管
SZ002942,新农股份,2026-01-20,张坚荣,-10000,21.48,2253300.0,本人,董事、高管
SZ002597,金禾实业,2026-01-20,刘洋,10000,22.49,66000.0,本人,董秘、高管
SZ002043,兔宝宝,2026-01-20,徐俊,-20000,14.09,3023300.0,本人,董事、高管
